,시간,11-13 (수)
0,최대,147.26
1,최소,101.9
2,가중평균,119.81
3,01시 1구간,114.22
4,01시 2구간,114.22
5,01시 3구간,114.22
6,01시 4구간,114.22
7,02시 1구간,102.07
8,02시 2구간,102.07
9,02시 3구간,102.07
10,02시 4구간,102.07
11,03시 1구간,102.01
12,03시 2구간,102.01
13,03시 3구간,102.01
14,03시 4구간,102.01
15,04시 1구간,101.9
16,04시 2구간,101.9
17,04시 3구간,101.9
18,04시 4구간,101.9
19,05시 1구간,102.07
20,05시 2구간,102.07
21,05시 3구간,102.07
22,05시 4구간,102.07
23,06시 1구간,103.34
24,06시 2구간,103.34
25,06시 3구간,103.34
26,06시 4구간,103.34
27,07시 1구간,114.22
28,07시 2구간,114.22
29,07시 3구간,114.22
30,07시 4구간,114.22
31,08시 1구간,131.31
32,08시 2구간,131.31
33,08시 3구간,131.31
34,08시 4구간,131.31
35,09시 1구간,147.26
36,09시 2구간,147.26
37,09시 3구간,147.26
38,09시 4구간,147.26
39,10시 1구간,131.32
40,10시 2구간,131.32
41,10시 3구간,131.32
42,10시 4구간,131.32
43,11시 1구간,131.38
44,11시 2구간,131.38
45,11시 3구간,131.38
46,11시 4구간,131.38
47,12시 1구간,131.23
48,12시 2구간,131.23
49,12시 3구간,131.23
50,12시 4구간,131.23
51,13시 1구간,116.41
52,13시 2구간,116.41
53,13시 3구간,116.41
54,13시 4구간,116.41
55,14시 1구간,116.38
56,14시 2구간,116.38
57,14시 3구간,116.38
58,14시 4구간,116.38
59,15시 1구간,116.41
60,15시 2구간,116.41
61,15시 3구간,116.41
62,15시 4구간,116.41
63,16시 1구간,116.41
64,16시 2구간,116.41
65,16시 3구간,116.41
66,16시 4구간,116.41
67,17시 1구간,147.26
68,17시 2구간,147.26
69,17시 3구간,147.26
70,17시 4구간,147.26
71,18시 1구간,123.4
72,18시 2구간,123.4
73,18시 3구간,123.4
74,18시 4구간,123.4
75,19시 1구간,131.47
76,19시 2구간,131.47
77,19시 3구간,131.47
78,19시 4구간,131.47
79,20시 1구간,131.43
80,20시 2구간,131.43
81,20시 3구간,131.43
82,20시 4구간,131.43
83,21시 1구간,117.04
84,21시 2구간,117.04
85,21시 3구간,117.04
86,21시 4구간,117.04
87,22시 1구간,117.04
88,22시 2구간,117.04
89,22시 3구간,117.04
90,22시 4구간,117.04
91,23시 1구간,107.0
92,23시 2구간,107.0
93,23시 3구간,107.0
94,23시 4구간,107.0
95,24시 1구간,106.74
96,24시 2구간,106.74
97,24시 3구간,106.74
98,24시 4구간,106.74
