,시간,10-10 (목)
0,최대,153.31
1,최소,77.02
2,가중평균,124.18
3,01시 1구간,102.43
4,01시 2구간,102.43
5,01시 3구간,102.43
6,01시 4구간,102.43
7,02시 1구간,92.04
8,02시 2구간,92.04
9,02시 3구간,92.04
10,02시 4구간,92.04
11,03시 1구간,92.09
12,03시 2구간,92.09
13,03시 3구간,92.09
14,03시 4구간,92.09
15,04시 1구간,77.02
16,04시 2구간,77.02
17,04시 3구간,77.02
18,04시 4구간,77.02
19,05시 1구간,77.02
20,05시 2구간,77.02
21,05시 3구간,77.02
22,05시 4구간,77.02
23,06시 1구간,92.54
24,06시 2구간,92.54
25,06시 3구간,92.54
26,06시 4구간,92.54
27,07시 1구간,95.66
28,07시 2구간,95.66
29,07시 3구간,95.66
30,07시 4구간,95.66
31,08시 1구간,100.75
32,08시 2구간,100.75
33,08시 3구간,100.75
34,08시 4구간,100.75
35,09시 1구간,128.48
36,09시 2구간,128.48
37,09시 3구간,128.48
38,09시 4구간,128.48
39,10시 1구간,153.11
40,10시 2구간,153.11
41,10시 3구간,153.11
42,10시 4구간,153.11
43,11시 1구간,153.11
44,11시 2구간,153.11
45,11시 3구간,153.11
46,11시 4구간,140.25
47,12시 1구간,140.2
48,12시 2구간,140.2
49,12시 3구간,140.2
50,12시 4구간,140.2
51,13시 1구간,134.76
52,13시 2구간,134.76
53,13시 3구간,134.76
54,13시 4구간,134.76
55,14시 1구간,140.23
56,14시 2구간,140.23
57,14시 3구간,140.23
58,14시 4구간,140.23
59,15시 1구간,140.23
60,15시 2구간,140.23
61,15시 3구간,140.23
62,15시 4구간,140.23
63,16시 1구간,140.02
64,16시 2구간,141.5
65,16시 3구간,140.02
66,16시 4구간,140.02
67,17시 1구간,140.09
68,17시 2구간,140.09
69,17시 3구간,140.09
70,17시 4구간,140.09
71,18시 1구간,140.24
72,18시 2구간,140.24
73,18시 3구간,140.24
74,18시 4구간,140.24
75,19시 1구간,140.24
76,19시 2구간,140.24
77,19시 3구간,140.24
78,19시 4구간,153.31
79,20시 1구간,140.02
80,20시 2구간,140.02
81,20시 3구간,140.02
82,20시 4구간,140.02
83,21시 1구간,134.54
84,21시 2구간,134.54
85,21시 3구간,134.54
86,21시 4구간,134.54
87,22시 1구간,129.37
88,22시 2구간,129.37
89,22시 3구간,129.37
90,22시 4구간,129.37
91,23시 1구간,124.12
92,23시 2구간,124.12
93,23시 3구간,124.12
94,23시 4구간,124.12
95,24시 1구간,111.07
96,24시 2구간,111.07
97,24시 3구간,111.07
98,24시 4구간,111.07
