,시간,11-03 (일)
0,최대,109.97
1,최소,0.0
2,가중평균,96.74
3,01시 1구간,106.63
4,01시 2구간,106.63
5,01시 3구간,106.63
6,01시 4구간,106.63
7,02시 1구간,92.24
8,02시 2구간,92.24
9,02시 3구간,92.24
10,02시 4구간,92.24
11,03시 1구간,87.58
12,03시 2구간,87.58
13,03시 3구간,87.58
14,03시 4구간,87.58
15,04시 1구간,87.11
16,04시 2구간,87.11
17,04시 3구간,87.11
18,04시 4구간,87.11
19,05시 1구간,87.42
20,05시 2구간,87.42
21,05시 3구간,87.42
22,05시 4구간,87.42
23,06시 1구간,92.45
24,06시 2구간,92.45
25,06시 3구간,92.45
26,06시 4구간,92.45
27,07시 1구간,92.45
28,07시 2구간,92.45
29,07시 3구간,92.45
30,07시 4구간,92.45
31,08시 1구간,92.7
32,08시 2구간,92.7
33,08시 3구간,92.7
34,08시 4구간,92.7
35,09시 1구간,104.63
36,09시 2구간,104.63
37,09시 3구간,104.63
38,09시 4구간,104.63
39,10시 1구간,104.63
40,10시 2구간,104.63
41,10시 3구간,104.63
42,10시 4구간,104.63
43,11시 1구간,104.63
44,11시 2구간,104.63
45,11시 3구간,104.63
46,11시 4구간,104.63
47,12시 1구간,104.0
48,12시 2구간,104.0
49,12시 3구간,104.0
50,12시 4구간,104.0
51,13시 1구간,0.0
52,13시 2구간,0.0
53,13시 3구간,0.0
54,13시 4구간,0.0
55,14시 1구간,87.3
56,14시 2구간,87.3
57,14시 3구간,87.3
58,14시 4구간,87.3
59,15시 1구간,104.57
60,15시 2구간,0.0
61,15시 3구간,104.57
62,15시 4구간,104.57
63,16시 1구간,104.57
64,16시 2구간,104.57
65,16시 3구간,104.57
66,16시 4구간,104.57
67,17시 1구간,108.6
68,17시 2구간,108.6
69,17시 3구간,108.6
70,17시 4구간,108.6
71,18시 1구간,109.96
72,18시 2구간,109.96
73,18시 3구간,109.96
74,18시 4구간,109.96
75,19시 1구간,109.97
76,19시 2구간,109.97
77,19시 3구간,109.97
78,19시 4구간,109.97
79,20시 1구간,109.97
80,20시 2구간,109.97
81,20시 3구간,109.97
82,20시 4구간,109.97
83,21시 1구간,109.58
84,21시 2구간,109.58
85,21시 3구간,109.58
86,21시 4구간,109.58
87,22시 1구간,108.46
88,22시 2구간,108.46
89,22시 3구간,108.46
90,22시 4구간,108.46
91,23시 1구간,108.85
92,23시 2구간,108.85
93,23시 3구간,108.85
94,23시 4구간,108.85
95,24시 1구간,105.6
96,24시 2구간,105.6
97,24시 3구간,105.6
98,24시 4구간,105.6
