,시간,06-20 (목)
0,최대,150.22
1,최소,98.42
2,가중평균,131.02
3,01시 1구간,117.55
4,01시 2구간,117.55
5,01시 3구간,117.55
6,01시 4구간,117.55
7,02시 1구간,98.42
8,02시 2구간,98.42
9,02시 3구간,98.42
10,02시 4구간,98.42
11,03시 1구간,98.42
12,03시 2구간,98.42
13,03시 3구간,98.42
14,03시 4구간,98.42
15,04시 1구간,98.52
16,04시 2구간,98.52
17,04시 3구간,98.52
18,04시 4구간,98.52
19,05시 1구간,98.52
20,05시 2구간,98.52
21,05시 3구간,98.52
22,05시 4구간,98.52
23,06시 1구간,98.52
24,06시 2구간,98.52
25,06시 3구간,98.52
26,06시 4구간,98.52
27,07시 1구간,98.52
28,07시 2구간,98.52
29,07시 3구간,98.52
30,07시 4구간,98.52
31,08시 1구간,134.41
32,08시 2구간,134.41
33,08시 3구간,134.41
34,08시 4구간,134.41
35,09시 1구간,138.93
36,09시 2구간,138.93
37,09시 3구간,138.93
38,09시 4구간,138.93
39,10시 1구간,138.6
40,10시 2구간,138.6
41,10시 3구간,138.6
42,10시 4구간,138.6
43,11시 1구간,138.43
44,11시 2구간,138.43
45,11시 3구간,138.43
46,11시 4구간,138.43
47,12시 1구간,140.13
48,12시 2구간,140.13
49,12시 3구간,140.13
50,12시 4구간,140.13
51,13시 1구간,135.16
52,13시 2구간,135.16
53,13시 3구간,135.16
54,13시 4구간,135.16
55,14시 1구간,138.32
56,14시 2구간,138.32
57,14시 3구간,138.32
58,14시 4구간,138.32
59,15시 1구간,150.22
60,15시 2구간,150.22
61,15시 3구간,150.22
62,15시 4구간,150.22
63,16시 1구간,149.16
64,16시 2구간,149.16
65,16시 3구간,149.16
66,16시 4구간,149.16
67,17시 1구간,149.04
68,17시 2구간,149.04
69,17시 3구간,149.04
70,17시 4구간,149.04
71,18시 1구간,149.04
72,18시 2구간,149.04
73,18시 3구간,149.04
74,18시 4구간,149.04
75,19시 1구간,138.32
76,19시 2구간,138.32
77,19시 3구간,138.32
78,19시 4구간,138.32
79,20시 1구간,138.27
80,20시 2구간,138.27
81,20시 3구간,138.27
82,20시 4구간,138.27
83,21시 1구간,134.41
84,21시 2구간,134.41
85,21시 3구간,134.41
86,21시 4구간,134.41
87,22시 1구간,134.78
88,22시 2구간,134.78
89,22시 3구간,134.78
90,22시 4구간,134.78
91,23시 1구간,134.78
92,23시 2구간,134.78
93,23시 3구간,134.78
94,23시 4구간,134.78
95,24시 1구간,148.26
96,24시 2구간,130.68
97,24시 3구간,130.68
98,24시 4구간,130.68
