,시간,03-23 (토)
0,최대,167.66
1,최소,-77.94
2,가중평균,120.01
3,01시 1구간,158.33
4,01시 2구간,158.33
5,01시 3구간,158.33
6,01시 4구간,158.33
7,02시 1구간,156.67
8,02시 2구간,156.67
9,02시 3구간,156.67
10,02시 4구간,156.67
11,03시 1구간,142.95
12,03시 2구간,142.95
13,03시 3구간,142.95
14,03시 4구간,142.95
15,04시 1구간,120.02
16,04시 2구간,120.02
17,04시 3구간,120.02
18,04시 4구간,120.02
19,05시 1구간,139.13
20,05시 2구간,139.13
21,05시 3구간,139.13
22,05시 4구간,139.13
23,06시 1구간,156.68
24,06시 2구간,156.68
25,06시 3구간,156.68
26,06시 4구간,156.68
27,07시 1구간,156.69
28,07시 2구간,156.69
29,07시 3구간,156.69
30,07시 4구간,156.69
31,08시 1구간,156.69
32,08시 2구간,156.69
33,08시 3구간,156.69
34,08시 4구간,156.69
35,09시 1구간,156.69
36,09시 2구간,156.69
37,09시 3구간,156.69
38,09시 4구간,156.69
39,10시 1구간,105.68
40,10시 2구간,105.68
41,10시 3구간,105.68
42,10시 4구간,105.68
43,11시 1구간,-77.94
44,11시 2구간,0.0
45,11시 3구간,0.0
46,11시 4구간,0.0
47,12시 1구간,-25.98
48,12시 2구간,-77.94
49,12시 3구간,-77.94
50,12시 4구간,-77.94
51,13시 1구간,-77.94
52,13시 2구간,-77.94
53,13시 3구간,-77.94
54,13시 4구간,-77.94
55,14시 1구간,-19.0
56,14시 2구간,105.24
57,14시 3구간,105.24
58,14시 4구간,105.24
59,15시 1구간,104.91
60,15시 2구간,104.91
61,15시 3구간,104.91
62,15시 4구간,104.91
63,16시 1구간,95.27
64,16시 2구간,95.27
65,16시 3구간,95.27
66,16시 4구간,95.27
67,17시 1구간,95.53
68,17시 2구간,95.53
69,17시 3구간,95.53
70,17시 4구간,95.53
71,18시 1구간,104.76
72,18시 2구간,104.76
73,18시 3구간,104.76
74,18시 4구간,142.55
75,19시 1구간,167.48
76,19시 2구간,167.48
77,19시 3구간,167.48
78,19시 4구간,167.48
79,20시 1구간,167.48
80,20시 2구간,167.48
81,20시 3구간,167.48
82,20시 4구간,167.48
83,21시 1구간,167.48
84,21시 2구간,167.48
85,21시 3구간,167.48
86,21시 4구간,167.48
87,22시 1구간,167.66
88,22시 2구간,167.66
89,22시 3구간,167.66
90,22시 4구간,167.66
91,23시 1구간,167.66
92,23시 2구간,167.66
93,23시 3구간,167.66
94,23시 4구간,167.66
95,24시 1구간,167.66
96,24시 2구간,167.66
97,24시 3구간,167.66
98,24시 4구간,157.43
