,시간,10-30 (수)
0,최대,139.31
1,최소,76.9
2,가중평균,107.26
3,01시 1구간,101.81
4,01시 2구간,101.81
5,01시 3구간,101.81
6,01시 4구간,101.81
7,02시 1구간,76.9
8,02시 2구간,76.9
9,02시 3구간,76.9
10,02시 4구간,76.9
11,03시 1구간,77.3
12,03시 2구간,77.3
13,03시 3구간,77.3
14,03시 4구간,77.3
15,04시 1구간,78.08
16,04시 2구간,78.08
17,04시 3구간,78.08
18,04시 4구간,78.08
19,05시 1구간,99.38
20,05시 2구간,99.38
21,05시 3구간,99.38
22,05시 4구간,99.38
23,06시 1구간,87.14
24,06시 2구간,87.14
25,06시 3구간,87.14
26,06시 4구간,87.14
27,07시 1구간,100.42
28,07시 2구간,100.42
29,07시 3구간,100.42
30,07시 4구간,100.42
31,08시 1구간,109.13
32,08시 2구간,109.13
33,08시 3구간,109.13
34,08시 4구간,109.13
35,09시 1구간,139.31
36,09시 2구간,139.31
37,09시 3구간,139.31
38,09시 4구간,139.31
39,10시 1구간,117.02
40,10시 2구간,117.02
41,10시 3구간,117.02
42,10시 4구간,117.02
43,11시 1구간,116.97
44,11시 2구간,116.97
45,11시 3구간,116.97
46,11시 4구간,116.97
47,12시 1구간,109.93
48,12시 2구간,109.93
49,12시 3구간,109.93
50,12시 4구간,109.93
51,13시 1구간,100.4
52,13시 2구간,100.4
53,13시 3구간,100.4
54,13시 4구간,100.4
55,14시 1구간,100.58
56,14시 2구간,100.58
57,14시 3구간,100.58
58,14시 4구간,100.58
59,15시 1구간,110.68
60,15시 2구간,110.68
61,15시 3구간,110.68
62,15시 4구간,110.68
63,16시 1구간,109.06
64,16시 2구간,109.06
65,16시 3구간,109.06
66,16시 4구간,109.06
67,17시 1구간,116.86
68,17시 2구간,116.86
69,17시 3구간,116.86
70,17시 4구간,116.86
71,18시 1구간,117.02
72,18시 2구간,117.02
73,18시 3구간,117.02
74,18시 4구간,117.02
75,19시 1구간,117.12
76,19시 2구간,117.12
77,19시 3구간,117.12
78,19시 4구간,117.12
79,20시 1구간,116.32
80,20시 2구간,116.32
81,20시 3구간,116.32
82,20시 4구간,116.32
83,21시 1구간,117.33
84,21시 2구간,117.33
85,21시 3구간,117.33
86,21시 4구간,117.33
87,22시 1구간,100.89
88,22시 2구간,100.89
89,22시 3구간,100.89
90,22시 4구간,100.89
91,23시 1구간,116.03
92,23시 2구간,116.03
93,23시 3구간,116.03
94,23시 4구간,116.03
95,24시 1구간,111.96
96,24시 2구간,111.96
97,24시 3구간,111.96
98,24시 4구간,111.96
