,시간,09-10 (화)
0,최대,175.23
1,최소,143.06
2,가중평균,160.97
3,01시 1구간,159.71
4,01시 2구간,159.71
5,01시 3구간,159.71
6,01시 4구간,159.71
7,02시 1구간,159.07
8,02시 2구간,159.07
9,02시 3구간,159.07
10,02시 4구간,159.07
11,03시 1구간,159.07
12,03시 2구간,159.07
13,03시 3구간,159.07
14,03시 4구간,159.07
15,04시 1구간,159.07
16,04시 2구간,159.07
17,04시 3구간,159.07
18,04시 4구간,158.72
19,05시 1구간,157.78
20,05시 2구간,157.78
21,05시 3구간,157.78
22,05시 4구간,157.78
23,06시 1구간,157.78
24,06시 2구간,157.78
25,06시 3구간,157.78
26,06시 4구간,157.78
27,07시 1구간,157.78
28,07시 2구간,157.78
29,07시 3구간,157.78
30,07시 4구간,157.78
31,08시 1구간,159.71
32,08시 2구간,159.71
33,08시 3구간,159.71
34,08시 4구간,159.71
35,09시 1구간,157.41
36,09시 2구간,157.41
37,09시 3구간,157.41
38,09시 4구간,157.41
39,10시 1구간,161.08
40,10시 2구간,161.08
41,10시 3구간,161.08
42,10시 4구간,161.08
43,11시 1구간,161.08
44,11시 2구간,161.08
45,11시 3구간,161.08
46,11시 4구간,161.08
47,12시 1구간,161.08
48,12시 2구간,161.08
49,12시 3구간,161.08
50,12시 4구간,161.08
51,13시 1구간,161.08
52,13시 2구간,161.08
53,13시 3구간,161.08
54,13시 4구간,161.08
55,14시 1구간,161.08
56,14시 2구간,161.08
57,14시 3구간,161.08
58,14시 4구간,161.08
59,15시 1구간,161.08
60,15시 2구간,161.08
61,15시 3구간,161.08
62,15시 4구간,161.08
63,16시 1구간,173.95
64,16시 2구간,173.95
65,16시 3구간,173.95
66,16시 4구간,173.95
67,17시 1구간,175.23
68,17시 2구간,175.23
69,17시 3구간,175.23
70,17시 4구간,175.23
71,18시 1구간,161.08
72,18시 2구간,161.08
73,18시 3구간,161.08
74,18시 4구간,161.08
75,19시 1구간,161.35
76,19시 2구간,161.35
77,19시 3구간,161.35
78,19시 4구간,161.35
79,20시 1구간,161.35
80,20시 2구간,161.35
81,20시 3구간,161.35
82,20시 4구간,161.35
83,21시 1구간,161.35
84,21시 2구간,161.35
85,21시 3구간,161.35
86,21시 4구간,161.35
87,22시 1구간,161.35
88,22시 2구간,161.35
89,22시 3구간,161.35
90,22시 4구간,161.35
91,23시 1구간,159.37
92,23시 2구간,159.37
93,23시 3구간,159.37
94,23시 4구간,159.37
95,24시 1구간,143.06
96,24시 2구간,143.06
97,24시 3구간,143.06
98,24시 4구간,143.06
