,시간,07-02 (화)
0,최대,144.82
1,최소,-2.0
2,가중평균,128.8
3,01시 1구간,124.19
4,01시 2구간,124.19
5,01시 3구간,124.19
6,01시 4구간,124.19
7,02시 1구간,107.51
8,02시 2구간,107.51
9,02시 3구간,107.51
10,02시 4구간,107.51
11,03시 1구간,107.46
12,03시 2구간,107.46
13,03시 3구간,107.46
14,03시 4구간,107.46
15,04시 1구간,99.01
16,04시 2구간,99.01
17,04시 3구간,99.01
18,04시 4구간,99.01
19,05시 1구간,107.31
20,05시 2구간,107.31
21,05시 3구간,107.31
22,05시 4구간,107.31
23,06시 1구간,107.51
24,06시 2구간,107.51
25,06시 3구간,107.51
26,06시 4구간,107.51
27,07시 1구간,107.5
28,07시 2구간,107.5
29,07시 3구간,107.5
30,07시 4구간,107.5
31,08시 1구간,133.15
32,08시 2구간,133.15
33,08시 3구간,133.15
34,08시 4구간,133.15
35,09시 1구간,141.26
36,09시 2구간,141.26
37,09시 3구간,141.26
38,09시 4구간,141.26
39,10시 1구간,144.82
40,10시 2구간,144.82
41,10시 3구간,144.82
42,10시 4구간,144.82
43,11시 1구간,143.59
44,11시 2구간,143.59
45,11시 3구간,143.59
46,11시 4구간,143.59
47,12시 1구간,143.96
48,12시 2구간,143.96
49,12시 3구간,143.96
50,12시 4구간,143.96
51,13시 1구간,-2.0
52,13시 2구간,143.09
53,13시 3구간,143.09
54,13시 4구간,143.09
55,14시 1구간,143.89
56,14시 2구간,143.89
57,14시 3구간,143.89
58,14시 4구간,143.89
59,15시 1구간,124.32
60,15시 2구간,123.55
61,15시 3구간,123.53
62,15시 4구간,122.93
63,16시 1구간,143.09
64,16시 2구간,143.09
65,16시 3구간,143.09
66,16시 4구간,143.09
67,17시 1구간,-0.07
68,17시 2구간,143.66
69,17시 3구간,143.66
70,17시 4구간,143.66
71,18시 1구간,143.09
72,18시 2구간,143.09
73,18시 3구간,143.09
74,18시 4구간,143.09
75,19시 1구간,138.48
76,19시 2구간,138.48
77,19시 3구간,138.48
78,19시 4구간,138.48
79,20시 1구간,138.48
80,20시 2구간,138.48
81,20시 3구간,138.48
82,20시 4구간,138.48
83,21시 1구간,136.99
84,21시 2구간,136.99
85,21시 3구간,136.99
86,21시 4구간,136.99
87,22시 1구간,133.15
88,22시 2구간,133.15
89,22시 3구간,133.15
90,22시 4구간,133.15
91,23시 1구간,133.57
92,23시 2구간,133.57
93,23시 3구간,133.57
94,23시 4구간,133.57
95,24시 1구간,133.04
96,24시 2구간,133.04
97,24시 3구간,133.04
98,24시 4구간,133.04
