,시간,10-31 (목)
0,최대,152.55
1,최소,91.76
2,가중평균,121.93
3,01시 1구간,100.68
4,01시 2구간,100.68
5,01시 3구간,100.68
6,01시 4구간,100.68
7,02시 1구간,92.24
8,02시 2구간,92.24
9,02시 3구간,92.24
10,02시 4구간,92.24
11,03시 1구간,91.76
12,03시 2구간,91.76
13,03시 3구간,91.76
14,03시 4구간,91.76
15,04시 1구간,91.77
16,04시 2구간,91.77
17,04시 3구간,91.77
18,04시 4구간,91.77
19,05시 1구간,92.21
20,05시 2구간,92.21
21,05시 3구간,92.21
22,05시 4구간,92.21
23,06시 1구간,99.85
24,06시 2구간,99.85
25,06시 3구간,99.85
26,06시 4구간,99.85
27,07시 1구간,100.65
28,07시 2구간,100.65
29,07시 3구간,100.65
30,07시 4구간,100.65
31,08시 1구간,105.16
32,08시 2구간,105.16
33,08시 3구간,105.16
34,08시 4구간,105.16
35,09시 1구간,139.28
36,09시 2구간,139.28
37,09시 3구간,139.28
38,09시 4구간,139.28
39,10시 1구간,139.33
40,10시 2구간,139.33
41,10시 3구간,139.33
42,10시 4구간,139.33
43,11시 1구간,140.45
44,11시 2구간,140.45
45,11시 3구간,140.45
46,11시 4구간,140.45
47,12시 1구간,133.11
48,12시 2구간,133.11
49,12시 3구간,133.11
50,12시 4구간,133.11
51,13시 1구간,104.87
52,13시 2구간,104.87
53,13시 3구간,104.87
54,13시 4구간,104.87
55,14시 1구간,128.34
56,14시 2구간,128.34
57,14시 3구간,128.34
58,14시 4구간,128.34
59,15시 1구간,147.98
60,15시 2구간,147.98
61,15시 3구간,147.98
62,15시 4구간,147.98
63,16시 1구간,152.55
64,16시 2구간,152.55
65,16시 3구간,152.55
66,16시 4구간,152.55
67,17시 1구간,139.33
68,17시 2구간,139.33
69,17시 3구간,139.33
70,17시 4구간,139.33
71,18시 1구간,135.29
72,18시 2구간,135.29
73,18시 3구간,135.29
74,18시 4구간,135.29
75,19시 1구간,135.3
76,19시 2구간,135.3
77,19시 3구간,135.3
78,19시 4구간,135.3
79,20시 1구간,135.3
80,20시 2구간,135.3
81,20시 3구간,135.3
82,20시 4구간,135.3
83,21시 1구간,130.87
84,21시 2구간,130.87
85,21시 3구간,130.87
86,21시 4구간,130.87
87,22시 1구간,132.91
88,22시 2구간,132.91
89,22시 3구간,132.91
90,22시 4구간,132.91
91,23시 1구간,105.14
92,23시 2구간,105.14
93,23시 3구간,105.14
94,23시 4구간,105.14
95,24시 1구간,105.14
96,24시 2구간,105.14
97,24시 3구간,105.14
98,24시 4구간,105.14
