,시간,08-19 (월)
0,최대,207.87
1,최소,106.85
2,가중평균,153.66
3,01시 1구간,137.42
4,01시 2구간,137.42
5,01시 3구간,137.42
6,01시 4구간,137.42
7,02시 1구간,106.85
8,02시 2구간,106.85
9,02시 3구간,106.85
10,02시 4구간,106.85
11,03시 1구간,106.85
12,03시 2구간,106.85
13,03시 3구간,106.85
14,03시 4구간,106.85
15,04시 1구간,106.85
16,04시 2구간,106.85
17,04시 3구간,106.85
18,04시 4구간,106.85
19,05시 1구간,106.85
20,05시 2구간,106.85
21,05시 3구간,106.85
22,05시 4구간,106.85
23,06시 1구간,106.85
24,06시 2구간,106.85
25,06시 3구간,106.85
26,06시 4구간,106.85
27,07시 1구간,136.0
28,07시 2구간,136.0
29,07시 3구간,136.0
30,07시 4구간,136.0
31,08시 1구간,144.78
32,08시 2구간,144.78
33,08시 3구간,144.78
34,08시 4구간,144.78
35,09시 1구간,144.0
36,09시 2구간,144.0
37,09시 3구간,144.0
38,09시 4구간,144.0
39,10시 1구간,157.06
40,10시 2구간,157.06
41,10시 3구간,157.06
42,10시 4구간,157.06
43,11시 1구간,157.06
44,11시 2구간,157.06
45,11시 3구간,157.06
46,11시 4구간,157.06
47,12시 1구간,156.89
48,12시 2구간,156.89
49,12시 3구간,156.89
50,12시 4구간,156.89
51,13시 1구간,159.46
52,13시 2구간,159.46
53,13시 3구간,159.46
54,13시 4구간,159.46
55,14시 1구간,193.16
56,14시 2구간,193.16
57,14시 3구간,193.16
58,14시 4구간,193.16
59,15시 1구간,189.19
60,15시 2구간,189.19
61,15시 3구간,189.19
62,15시 4구간,207.87
63,16시 1구간,207.87
64,16시 2구간,166.85
65,16시 3구간,166.85
66,16시 4구간,166.85
67,17시 1구간,203.81
68,17시 2구간,163.68
69,17시 3구간,201.93
70,17시 4구간,163.68
71,18시 1구간,159.46
72,18시 2구간,159.46
73,18시 3구간,159.46
74,18시 4구간,159.46
75,19시 1구간,159.46
76,19시 2구간,159.46
77,19시 3구간,159.46
78,19시 4구간,159.46
79,20시 1구간,160.01
80,20시 2구간,160.01
81,20시 3구간,160.01
82,20시 4구간,160.01
83,21시 1구간,157.29
84,21시 2구간,157.29
85,21시 3구간,157.29
86,21시 4구간,157.29
87,22시 1구간,157.29
88,22시 2구간,157.29
89,22시 3구간,157.29
90,22시 4구간,157.29
91,23시 1구간,157.61
92,23시 2구간,157.61
93,23시 3구간,157.61
94,23시 4구간,157.61
95,24시 1구간,157.4
96,24시 2구간,157.4
97,24시 3구간,157.4
98,24시 4구간,157.4
