,시간,04-28 (일)
0,최대,161.7
1,최소,-79.32
2,가중평균,75.89
3,01시 1구간,99.37
4,01시 2구간,99.37
5,01시 3구간,99.37
6,01시 4구간,99.37
7,02시 1구간,85.8
8,02시 2구간,85.8
9,02시 3구간,85.8
10,02시 4구간,85.8
11,03시 1구간,83.15
12,03시 2구간,83.15
13,03시 3구간,83.15
14,03시 4구간,83.15
15,04시 1구간,83.15
16,04시 2구간,83.15
17,04시 3구간,83.15
18,04시 4구간,83.15
19,05시 1구간,92.55
20,05시 2구간,92.55
21,05시 3구간,92.55
22,05시 4구간,92.55
23,06시 1구간,99.37
24,06시 2구간,99.37
25,06시 3구간,99.37
26,06시 4구간,99.37
27,07시 1구간,103.6
28,07시 2구간,103.6
29,07시 3구간,103.6
30,07시 4구간,103.6
31,08시 1구간,100.07
32,08시 2구간,100.07
33,08시 3구간,100.07
34,08시 4구간,100.07
35,09시 1구간,78.9
36,09시 2구간,78.9
37,09시 3구간,-77.94
38,09시 4구간,-79.32
39,10시 1구간,94.12
40,10시 2구간,-79.32
41,10시 3구간,-79.32
42,10시 4구간,-79.32
43,11시 1구간,99.93
44,11시 2구간,-2.0
45,11시 3구간,-79.32
46,11시 4구간,-79.32
47,12시 1구간,-79.32
48,12시 2구간,-79.32
49,12시 3구간,-79.32
50,12시 4구간,-51.27
51,13시 1구간,94.25
52,13시 2구간,94.25
53,13시 3구간,94.25
54,13시 4구간,94.25
55,14시 1구간,94.06
56,14시 2구간,94.06
57,14시 3구간,94.06
58,14시 4구간,94.06
59,15시 1구간,-79.32
60,15시 2구간,-0.11
61,15시 3구간,0.0
62,15시 4구간,99.76
63,16시 1구간,-39.66
64,16시 2구간,-77.94
65,16시 3구간,-79.32
66,16시 4구간,-79.32
67,17시 1구간,100.69
68,17시 2구간,100.69
69,17시 3구간,100.69
70,17시 4구간,100.69
71,18시 1구간,114.14
72,18시 2구간,114.14
73,18시 3구간,114.14
74,18시 4구간,114.14
75,19시 1구간,114.14
76,19시 2구간,114.14
77,19시 3구간,114.14
78,19시 4구간,114.14
79,20시 1구간,117.74
80,20시 2구간,117.74
81,20시 3구간,117.74
82,20시 4구간,117.74
83,21시 1구간,115.13
84,21시 2구간,115.13
85,21시 3구간,115.13
86,21시 4구간,115.13
87,22시 1구간,103.42
88,22시 2구간,103.42
89,22시 3구간,103.42
90,22시 4구간,103.42
91,23시 1구간,103.63
92,23시 2구간,103.63
93,23시 3구간,103.63
94,23시 4구간,161.61
95,24시 1구간,161.7
96,24시 2구간,161.7
97,24시 3구간,161.7
98,24시 4구간,161.7
