,시간,08-31 (토)
0,최대,184.68
1,최소,-74.92
2,가중평균,117.78
3,01시 1구간,146.64
4,01시 2구간,146.64
5,01시 3구간,146.64
6,01시 4구간,146.64
7,02시 1구간,143.85
8,02시 2구간,143.85
9,02시 3구간,143.85
10,02시 4구간,143.85
11,03시 1구간,107.42
12,03시 2구간,107.42
13,03시 3구간,107.42
14,03시 4구간,107.42
15,04시 1구간,107.42
16,04시 2구간,107.42
17,04시 3구간,107.42
18,04시 4구간,107.42
19,05시 1구간,107.43
20,05시 2구간,107.43
21,05시 3구간,107.43
22,05시 4구간,107.43
23,06시 1구간,107.43
24,06시 2구간,107.43
25,06시 3구간,107.43
26,06시 4구간,107.43
27,07시 1구간,107.42
28,07시 2구간,107.42
29,07시 3구간,107.42
30,07시 4구간,107.42
31,08시 1구간,144.45
32,08시 2구간,144.45
33,08시 3구간,144.45
34,08시 4구간,144.45
35,09시 1구간,143.23
36,09시 2구간,143.23
37,09시 3구간,143.23
38,09시 4구간,143.23
39,10시 1구간,141.7
40,10시 2구간,141.7
41,10시 3구간,141.7
42,10시 4구간,141.7
43,11시 1구간,144.32
44,11시 2구간,144.32
45,11시 3구간,-74.92
46,11시 4구간,-74.92
47,12시 1구간,-74.92
48,12시 2구간,-74.92
49,12시 3구간,-74.92
50,12시 4구간,-74.92
51,13시 1구간,-74.92
52,13시 2구간,-48.0
53,13시 3구간,-48.0
54,13시 4구간,-48.0
55,14시 1구간,-48.0
56,14시 2구간,126.79
57,14시 3구간,184.68
58,14시 4구간,184.68
59,15시 1구간,148.65
60,15시 2구간,148.65
61,15시 3구간,148.65
62,15시 4구간,148.65
63,16시 1구간,148.65
64,16시 2구간,148.65
65,16시 3구간,148.65
66,16시 4구간,148.65
67,17시 1구간,148.66
68,17시 2구간,148.66
69,17시 3구간,148.66
70,17시 4구간,148.66
71,18시 1구간,146.84
72,18시 2구간,146.84
73,18시 3구간,146.84
74,18시 4구간,146.84
75,19시 1구간,148.66
76,19시 2구간,148.66
77,19시 3구간,148.66
78,19시 4구간,148.66
79,20시 1구간,144.32
80,20시 2구간,159.39
81,20시 3구간,159.39
82,20시 4구간,159.39
83,21시 1구간,159.69
84,21시 2구간,159.69
85,21시 3구간,159.69
86,21시 4구간,159.69
87,22시 1구간,159.8
88,22시 2구간,159.8
89,22시 3구간,159.8
90,22시 4구간,159.8
91,23시 1구간,159.8
92,23시 2구간,159.8
93,23시 3구간,159.8
94,23시 4구간,143.74
95,24시 1구간,140.47
96,24시 2구간,140.47
97,24시 3구간,140.47
98,24시 4구간,140.47
