,시간,09-30 (월)
0,최대,215.53
1,최소,92.21
2,가중평균,134.54
3,01시 1구간,107.11
4,01시 2구간,107.11
5,01시 3구간,107.11
6,01시 4구간,107.11
7,02시 1구간,92.82
8,02시 2구간,92.82
9,02시 3구간,92.82
10,02시 4구간,92.82
11,03시 1구간,92.5
12,03시 2구간,92.5
13,03시 3구간,92.5
14,03시 4구간,92.5
15,04시 1구간,92.21
16,04시 2구간,92.21
17,04시 3구간,92.21
18,04시 4구간,92.21
19,05시 1구간,92.41
20,05시 2구간,92.41
21,05시 3구간,92.41
22,05시 4구간,92.41
23,06시 1구간,92.73
24,06시 2구간,92.73
25,06시 3구간,92.73
26,06시 4구간,92.73
27,07시 1구간,106.4
28,07시 2구간,106.4
29,07시 3구간,106.4
30,07시 4구간,106.4
31,08시 1구간,106.9
32,08시 2구간,106.9
33,08시 3구간,106.9
34,08시 4구간,106.9
35,09시 1구간,142.73
36,09시 2구간,142.73
37,09시 3구간,142.73
38,09시 4구간,142.73
39,10시 1구간,142.76
40,10시 2구간,142.76
41,10시 3구간,142.76
42,10시 4구간,142.76
43,11시 1구간,145.72
44,11시 2구간,145.72
45,11시 3구간,145.72
46,11시 4구간,145.72
47,12시 1구간,145.7
48,12시 2구간,145.7
49,12시 3구간,145.7
50,12시 4구간,145.7
51,13시 1구간,142.75
52,13시 2구간,142.75
53,13시 3구간,142.75
54,13시 4구간,142.75
55,14시 1구간,149.89
56,14시 2구간,149.89
57,14시 3구간,149.89
58,14시 4구간,149.89
59,15시 1구간,149.89
60,15시 2구간,149.89
61,15시 3구간,149.89
62,15시 4구간,149.89
63,16시 1구간,212.52
64,16시 2구간,215.53
65,16시 3구간,149.89
66,16시 4구간,149.89
67,17시 1구간,149.89
68,17시 2구간,149.89
69,17시 3구간,149.89
70,17시 4구간,149.89
71,18시 1구간,145.7
72,18시 2구간,145.7
73,18시 3구간,162.77
74,18시 4구간,162.77
75,19시 1구간,162.77
76,19시 2구간,162.77
77,19시 3구간,162.77
78,19시 4구간,162.77
79,20시 1구간,142.76
80,20시 2구간,142.76
81,20시 3구간,142.76
82,20시 4구간,142.76
83,21시 1구간,142.5
84,21시 2구간,142.5
85,21시 3구간,142.5
86,21시 4구간,142.5
87,22시 1구간,139.3
88,22시 2구간,139.3
89,22시 3구간,139.3
90,22시 4구간,139.3
91,23시 1구간,141.64
92,23시 2구간,141.64
93,23시 3구간,141.64
94,23시 4구간,141.64
95,24시 1구간,121.75
96,24시 2구간,121.75
97,24시 3구간,121.75
98,24시 4구간,121.75
