,시간,06-19 (수)
0,최대,152.72
1,최소,-2.0
2,가중평균,129.32
3,01시 1구간,123.38
4,01시 2구간,123.38
5,01시 3구간,123.38
6,01시 4구간,123.38
7,02시 1구간,101.98
8,02시 2구간,101.98
9,02시 3구간,101.98
10,02시 4구간,101.98
11,03시 1구간,97.45
12,03시 2구간,97.45
13,03시 3구간,97.45
14,03시 4구간,97.45
15,04시 1구간,97.45
16,04시 2구간,97.45
17,04시 3구간,97.45
18,04시 4구간,97.45
19,05시 1구간,97.45
20,05시 2구간,97.45
21,05시 3구간,97.45
22,05시 4구간,97.45
23,06시 1구간,101.44
24,06시 2구간,101.44
25,06시 3구간,101.44
26,06시 4구간,101.44
27,07시 1구간,102.27
28,07시 2구간,102.27
29,07시 3구간,102.27
30,07시 4구간,102.27
31,08시 1구간,135.44
32,08시 2구간,135.44
33,08시 3구간,135.44
34,08시 4구간,135.44
35,09시 1구간,135.36
36,09시 2구간,135.36
37,09시 3구간,135.36
38,09시 4구간,135.36
39,10시 1구간,137.71
40,10시 2구간,137.71
41,10시 3구간,137.71
42,10시 4구간,137.71
43,11시 1구간,139.26
44,11시 2구간,139.26
45,11시 3구간,139.26
46,11시 4구간,139.26
47,12시 1구간,140.29
48,12시 2구간,140.29
49,12시 3구간,140.29
50,12시 4구간,140.29
51,13시 1구간,138.14
52,13시 2구간,138.14
53,13시 3구간,138.14
54,13시 4구간,138.14
55,14시 1구간,140.27
56,14시 2구간,140.27
57,14시 3구간,140.27
58,14시 4구간,140.27
59,15시 1구간,140.68
60,15시 2구간,-2.0
61,15시 3구간,140.68
62,15시 4구간,140.68
63,16시 1구간,140.36
64,16시 2구간,140.36
65,16시 3구간,140.36
66,16시 4구간,140.36
67,17시 1구간,141.51
68,17시 2구간,141.51
69,17시 3구간,141.51
70,17시 4구간,141.51
71,18시 1구간,139.3
72,18시 2구간,139.3
73,18시 3구간,151.77
74,18시 4구간,151.77
75,19시 1구간,151.98
76,19시 2구간,151.98
77,19시 3구간,151.98
78,19시 4구간,151.98
79,20시 1구간,152.07
80,20시 2구간,152.07
81,20시 3구간,152.07
82,20시 4구간,152.07
83,21시 1구간,152.72
84,21시 2구간,134.62
85,21시 3구간,134.62
86,21시 4구간,134.62
87,22시 1구간,134.69
88,22시 2구간,134.69
89,22시 3구간,134.69
90,22시 4구간,134.69
91,23시 1구간,134.58
92,23시 2구간,134.58
93,23시 3구간,134.58
94,23시 4구간,134.58
95,24시 1구간,128.34
96,24시 2구간,128.34
97,24시 3구간,128.34
98,24시 4구간,128.34
