,시간,11-06 (수)
0,최대,137.89
1,최소,-79.28
2,가중평균,72.36
3,01시 1구간,103.68
4,01시 2구간,0.0
5,01시 3구간,0.0
6,01시 4구간,103.68
7,02시 1구간,87.6
8,02시 2구간,87.6
9,02시 3구간,87.6
10,02시 4구간,87.6
11,03시 1구간,87.6
12,03시 2구간,87.6
13,03시 3구간,87.6
14,03시 4구간,87.6
15,04시 1구간,87.42
16,04시 2구간,87.42
17,04시 3구간,87.42
18,04시 4구간,87.42
19,05시 1구간,87.56
20,05시 2구간,87.56
21,05시 3구간,87.56
22,05시 4구간,87.56
23,06시 1구간,92.08
24,06시 2구간,92.08
25,06시 3구간,92.08
26,06시 4구간,92.08
27,07시 1구간,115.55
28,07시 2구간,115.78
29,07시 3구간,115.78
30,07시 4구간,115.78
31,08시 1구간,116.79
32,08시 2구간,116.79
33,08시 3구간,116.79
34,08시 4구간,116.79
35,09시 1구간,131.58
36,09시 2구간,131.58
37,09시 3구간,114.92
38,09시 4구간,0.0
39,10시 1구간,137.89
40,10시 2구간,115.73
41,10시 3구간,-48.0
42,10시 4구간,-79.28
43,11시 1구간,-79.28
44,11시 2구간,-79.28
45,11시 3구간,-79.28
46,11시 4구간,-79.28
47,12시 1구간,-79.28
48,12시 2구간,-79.28
49,12시 3구간,-79.28
50,12시 4구간,-79.28
51,13시 1구간,-79.28
52,13시 2구간,-79.28
53,13시 3구간,-79.28
54,13시 4구간,-79.28
55,14시 1구간,-79.28
56,14시 2구간,-79.28
57,14시 3구간,-79.28
58,14시 4구간,-48.0
59,15시 1구간,0.0
60,15시 2구간,0.0
61,15시 3구간,117.11
62,15시 4구간,117.11
63,16시 1구간,117.11
64,16시 2구간,117.11
65,16시 3구간,117.11
66,16시 4구간,117.11
67,17시 1구간,117.26
68,17시 2구간,117.26
69,17시 3구간,117.26
70,17시 4구간,117.26
71,18시 1구간,127.56
72,18시 2구간,127.56
73,18시 3구간,127.56
74,18시 4구간,127.56
75,19시 1구간,117.52
76,19시 2구간,117.52
77,19시 3구간,117.52
78,19시 4구간,117.52
79,20시 1구간,117.52
80,20시 2구간,117.52
81,20시 3구간,117.52
82,20시 4구간,117.52
83,21시 1구간,117.53
84,21시 2구간,117.53
85,21시 3구간,117.53
86,21시 4구간,117.53
87,22시 1구간,113.81
88,22시 2구간,113.81
89,22시 3구간,113.81
90,22시 4구간,113.81
91,23시 1구간,113.61
92,23시 2구간,113.61
93,23시 3구간,113.61
94,23시 4구간,113.61
95,24시 1구간,109.09
96,24시 2구간,109.09
97,24시 3구간,109.09
98,24시 4구간,109.09
