,시간,07-29 (월)
0,최대,157.62
1,최소,95.3
2,가중평균,136.7
3,01시 1구간,124.19
4,01시 2구간,124.19
5,01시 3구간,124.19
6,01시 4구간,124.19
7,02시 1구간,100.23
8,02시 2구간,100.23
9,02시 3구간,100.23
10,02시 4구간,100.23
11,03시 1구간,95.3
12,03시 2구간,95.3
13,03시 3구간,95.3
14,03시 4구간,95.3
15,04시 1구간,95.3
16,04시 2구간,95.3
17,04시 3구간,95.3
18,04시 4구간,95.3
19,05시 1구간,95.3
20,05시 2구간,95.3
21,05시 3구간,95.3
22,05시 4구간,95.3
23,06시 1구간,95.3
24,06시 2구간,95.3
25,06시 3구간,95.3
26,06시 4구간,95.3
27,07시 1구간,100.58
28,07시 2구간,100.58
29,07시 3구간,100.58
30,07시 4구간,100.58
31,08시 1구간,121.12
32,08시 2구간,121.12
33,08시 3구간,121.12
34,08시 4구간,121.12
35,09시 1구간,135.31
36,09시 2구간,135.31
37,09시 3구간,135.31
38,09시 4구간,135.31
39,10시 1구간,138.55
40,10시 2구간,138.55
41,10시 3구간,138.55
42,10시 4구간,138.55
43,11시 1구간,138.58
44,11시 2구간,138.58
45,11시 3구간,138.58
46,11시 4구간,138.58
47,12시 1구간,138.58
48,12시 2구간,138.58
49,12시 3구간,138.58
50,12시 4구간,138.58
51,13시 1구간,139.02
52,13시 2구간,139.02
53,13시 3구간,139.02
54,13시 4구간,139.02
55,14시 1구간,151.48
56,14시 2구간,151.48
57,14시 3구간,151.48
58,14시 4구간,151.48
59,15시 1구간,139.02
60,15시 2구간,139.02
61,15시 3구간,139.02
62,15시 4구간,139.02
63,16시 1구간,152.53
64,16시 2구간,152.53
65,16시 3구간,152.53
66,16시 4구간,152.53
67,17시 1구간,152.53
68,17시 2구간,152.53
69,17시 3구간,154.35
70,17시 4구간,154.35
71,18시 1구간,157.62
72,18시 2구간,157.62
73,18시 3구간,157.62
74,18시 4구간,157.62
75,19시 1구간,152.49
76,19시 2구간,152.49
77,19시 3구간,152.49
78,19시 4구간,152.49
79,20시 1구간,152.41
80,20시 2구간,152.41
81,20시 3구간,152.41
82,20시 4구간,152.41
83,21시 1구간,152.81
84,21시 2구간,152.81
85,21시 3구간,152.81
86,21시 4구간,152.81
87,22시 1구간,155.14
88,22시 2구간,155.14
89,22시 3구간,155.14
90,22시 4구간,155.14
91,23시 1구간,152.97
92,23시 2구간,152.97
93,23시 3구간,152.97
94,23시 4구간,152.97
95,24시 1구간,152.97
96,24시 2구간,152.97
97,24시 3구간,152.97
98,24시 4구간,152.97
