,시간,05-11 (토)
0,최대,153.06
1,최소,-30.0
2,가중평균,99.42
3,01시 1구간,115.85
4,01시 2구간,115.85
5,01시 3구간,115.85
6,01시 4구간,115.85
7,02시 1구간,98.58
8,02시 2구간,98.58
9,02시 3구간,98.58
10,02시 4구간,98.58
11,03시 1구간,91.92
12,03시 2구간,91.92
13,03시 3구간,91.92
14,03시 4구간,91.92
15,04시 1구간,90.32
16,04시 2구간,90.32
17,04시 3구간,90.32
18,04시 4구간,90.32
19,05시 1구간,96.22
20,05시 2구간,96.22
21,05시 3구간,96.22
22,05시 4구간,96.22
23,06시 1구간,115.64
24,06시 2구간,115.64
25,06시 3구간,115.64
26,06시 4구간,115.64
27,07시 1구간,-0.18
28,07시 2구간,140.33
29,07시 3구간,140.33
30,07시 4구간,-0.18
31,08시 1구간,-0.18
32,08시 2구간,-2.0
33,08시 3구간,-2.0
34,08시 4구간,-2.0
35,09시 1구간,-30.0
36,09시 2구간,-30.0
37,09시 3구간,84.88
38,09시 4구간,-0.18
39,10시 1구간,-2.0
40,10시 2구간,-0.18
41,10시 3구간,-2.0
42,10시 4구간,-0.18
43,11시 1구간,113.42
44,11시 2구간,-17.57
45,11시 3구간,-8.78
46,11시 4구간,-2.0
47,12시 1구간,109.89
48,12시 2구간,109.89
49,12시 3구간,109.89
50,12시 4구간,109.89
51,13시 1구간,146.08
52,13시 2구간,146.08
53,13시 3구간,146.08
54,13시 4구간,146.08
55,14시 1구간,114.57
56,14시 2구간,114.57
57,14시 3구간,114.57
58,14시 4구간,114.57
59,15시 1구간,146.53
60,15시 2구간,146.53
61,15시 3구간,146.53
62,15시 4구간,146.53
63,16시 1구간,-2.0
64,16시 2구간,-30.0
65,16시 3구간,-26.35
66,16시 4구간,-2.0
67,17시 1구간,-0.07
68,17시 2구간,149.25
69,17시 3구간,149.25
70,17시 4구간,149.25
71,18시 1구간,115.23
72,18시 2구간,115.23
73,18시 3구간,115.23
74,18시 4구간,115.23
75,19시 1구간,152.34
76,19시 2구간,152.34
77,19시 3구간,152.34
78,19시 4구간,152.34
79,20시 1구간,152.66
80,20시 2구간,152.66
81,20시 3구간,152.66
82,20시 4구간,152.66
83,21시 1구간,153.06
84,21시 2구간,153.06
85,21시 3구간,153.06
86,21시 4구간,153.06
87,22시 1구간,153.06
88,22시 2구간,153.06
89,22시 3구간,153.06
90,22시 4구간,153.06
91,23시 1구간,115.89
92,23시 2구간,115.89
93,23시 3구간,115.89
94,23시 4구간,115.89
95,24시 1구간,152.98
96,24시 2구간,152.98
97,24시 3구간,152.98
98,24시 4구간,152.98
