,시간,06-18 (화)
0,최대,176.09
1,최소,-75.58
2,가중평균,113.04
3,01시 1구간,120.06
4,01시 2구간,120.06
5,01시 3구간,120.06
6,01시 4구간,120.06
7,02시 1구간,99.81
8,02시 2구간,99.81
9,02시 3구간,99.81
10,02시 4구간,99.81
11,03시 1구간,99.81
12,03시 2구간,99.81
13,03시 3구간,99.81
14,03시 4구간,99.81
15,04시 1구간,98.23
16,04시 2구간,98.23
17,04시 3구간,98.23
18,04시 4구간,98.23
19,05시 1구간,98.08
20,05시 2구간,98.08
21,05시 3구간,98.08
22,05시 4구간,98.08
23,06시 1구간,98.23
24,06시 2구간,98.23
25,06시 3구간,98.23
26,06시 4구간,98.23
27,07시 1구간,132.64
28,07시 2구간,132.64
29,07시 3구간,132.64
30,07시 4구간,132.64
31,08시 1구간,133.72
32,08시 2구간,133.72
33,08시 3구간,133.72
34,08시 4구간,133.72
35,09시 1구간,134.48
36,09시 2구간,121.58
37,09시 3구간,-0.75
38,09시 4구간,0.0
39,10시 1구간,138.33
40,10시 2구간,138.33
41,10시 3구간,138.33
42,10시 4구간,138.33
43,11시 1구간,175.21
44,11시 2구간,0.0
45,11시 3구간,-75.58
46,11시 4구간,-75.58
47,12시 1구간,-2.0
48,12시 2구간,-75.58
49,12시 3구간,-75.58
50,12시 4구간,-75.58
51,13시 1구간,-75.58
52,13시 2구간,-75.58
53,13시 3구간,-75.58
54,13시 4구간,-2.0
55,14시 1구간,140.58
56,14시 2구간,140.58
57,14시 3구간,140.58
58,14시 4구간,140.58
59,15시 1구간,152.47
60,15시 2구간,152.47
61,15시 3구간,152.47
62,15시 4구간,152.47
63,16시 1구간,152.45
64,16시 2구간,152.45
65,16시 3구간,152.45
66,16시 4구간,152.45
67,17시 1구간,176.09
68,17시 2구간,176.09
69,17시 3구간,176.09
70,17시 4구간,176.09
71,18시 1구간,175.33
72,18시 2구간,175.33
73,18시 3구간,175.33
74,18시 4구간,175.33
75,19시 1구간,148.39
76,19시 2구간,148.5
77,19시 3구간,148.5
78,19시 4구간,148.5
79,20시 1구간,150.04
80,20시 2구간,150.04
81,20시 3구간,150.04
82,20시 4구간,150.04
83,21시 1구간,149.28
84,21시 2구간,149.28
85,21시 3구간,149.28
86,21시 4구간,149.28
87,22시 1구간,149.67
88,22시 2구간,149.67
89,22시 3구간,149.67
90,22시 4구간,149.67
91,23시 1구간,132.64
92,23시 2구간,132.64
93,23시 3구간,132.64
94,23시 4구간,132.64
95,24시 1구간,130.28
96,24시 2구간,130.28
97,24시 3구간,130.28
98,24시 4구간,130.28
