,시간,05-17 (금)
0,최대,154.38
1,최소,-79.06
2,가중평균,84.88
3,01시 1구간,112.5
4,01시 2구간,112.5
5,01시 3구간,112.5
6,01시 4구간,112.5
7,02시 1구간,112.02
8,02시 2구간,112.02
9,02시 3구간,112.02
10,02시 4구간,112.02
11,03시 1구간,93.45
12,03시 2구간,93.45
13,03시 3구간,93.45
14,03시 4구간,93.45
15,04시 1구간,91.77
16,04시 2구간,91.77
17,04시 3구간,91.77
18,04시 4구간,91.77
19,05시 1구간,101.71
20,05시 2구간,101.71
21,05시 3구간,101.71
22,05시 4구간,101.71
23,06시 1구간,104.68
24,06시 2구간,104.68
25,06시 3구간,104.68
26,06시 4구간,104.68
27,07시 1구간,113.66
28,07시 2구간,113.66
29,07시 3구간,113.66
30,07시 4구간,-2.0
31,08시 1구간,-52.71
32,08시 2구간,-35.14
33,08시 3구간,114.99
34,08시 4구간,114.99
35,09시 1구간,-2.0
36,09시 2구간,-2.0
37,09시 3구간,139.48
38,09시 4구간,139.48
39,10시 1구간,139.84
40,10시 2구간,139.84
41,10시 3구간,-0.18
42,10시 4구간,-26.35
43,11시 1구간,-78.27
44,11시 2구간,-79.06
45,11시 3구간,-79.06
46,11시 4구간,-79.06
47,12시 1구간,-79.06
48,12시 2구간,-79.06
49,12시 3구간,-79.06
50,12시 4구간,-79.06
51,13시 1구간,-79.06
52,13시 2구간,-79.06
53,13시 3구간,-79.06
54,13시 4구간,-79.06
55,14시 1구간,-79.06
56,14시 2구간,-79.06
57,14시 3구간,-77.94
58,14시 4구간,-79.06
59,15시 1구간,-79.06
60,15시 2구간,-8.78
61,15시 3구간,-2.0
62,15시 4구간,120.3
63,16시 1구간,146.73
64,16시 2구간,146.73
65,16시 3구간,146.73
66,16시 4구간,146.73
67,17시 1구간,146.73
68,17시 2구간,121.07
69,17시 3구간,121.52
70,17시 4구간,146.73
71,18시 1구간,151.3
72,18시 2구간,151.66
73,18시 3구간,151.66
74,18시 4구간,151.66
75,19시 1구간,151.85
76,19시 2구간,151.85
77,19시 3구간,151.85
78,19시 4구간,151.85
79,20시 1구간,137.22
80,20시 2구간,137.22
81,20시 3구간,137.22
82,20시 4구간,137.22
83,21시 1구간,139.23
84,21시 2구간,139.23
85,21시 3구간,139.23
86,21시 4구간,139.23
87,22시 1구간,153.53
88,22시 2구간,153.53
89,22시 3구간,153.53
90,22시 4구간,153.53
91,23시 1구간,154.38
92,23시 2구간,154.38
93,23시 3구간,154.38
94,23시 4구간,154.38
95,24시 1구간,153.53
96,24시 2구간,153.53
97,24시 3구간,153.53
98,24시 4구간,137.22
