,시간,08-07 (수)
0,최대,203.11
1,최소,141.26
2,가중평균,162.78
3,01시 1구간,156.59
4,01시 2구간,156.59
5,01시 3구간,156.59
6,01시 4구간,156.59
7,02시 1구간,156.59
8,02시 2구간,156.59
9,02시 3구간,156.59
10,02시 4구간,156.59
11,03시 1구간,156.59
12,03시 2구간,156.59
13,03시 3구간,156.59
14,03시 4구간,156.59
15,04시 1구간,156.59
16,04시 2구간,156.59
17,04시 3구간,156.59
18,04시 4구간,156.59
19,05시 1구간,156.71
20,05시 2구간,156.71
21,05시 3구간,156.71
22,05시 4구간,156.71
23,06시 1구간,157.94
24,06시 2구간,157.94
25,06시 3구간,157.94
26,06시 4구간,157.94
27,07시 1구간,157.94
28,07시 2구간,157.94
29,07시 3구간,157.94
30,07시 4구간,157.94
31,08시 1구간,156.38
32,08시 2구간,156.38
33,08시 3구간,156.38
34,08시 4구간,156.38
35,09시 1구간,146.07
36,09시 2구간,156.5
37,09시 3구간,156.5
38,09시 4구간,156.5
39,10시 1구간,158.06
40,10시 2구간,158.06
41,10시 3구간,158.06
42,10시 4구간,158.06
43,11시 1구간,160.09
44,11시 2구간,160.09
45,11시 3구간,160.09
46,11시 4구간,160.09
47,12시 1구간,160.09
48,12시 2구간,160.09
49,12시 3구간,160.09
50,12시 4구간,160.09
51,13시 1구간,160.09
52,13시 2구간,160.09
53,13시 3구간,160.09
54,13시 4구간,160.09
55,14시 1구간,161.91
56,14시 2구간,161.91
57,14시 3구간,161.91
58,14시 4구간,161.91
59,15시 1구간,161.86
60,15시 2구간,161.86
61,15시 3구간,161.86
62,15시 4구간,161.86
63,16시 1구간,160.09
64,16시 2구간,160.09
65,16시 3구간,160.09
66,16시 4구간,160.09
67,17시 1구간,160.09
68,17시 2구간,160.09
69,17시 3구간,160.09
70,17시 4구간,160.09
71,18시 1구간,160.09
72,18시 2구간,160.09
73,18시 3구간,160.09
74,18시 4구간,160.09
75,19시 1구간,160.09
76,19시 2구간,199.75
77,19시 3구간,199.75
78,19시 4구간,199.75
79,20시 1구간,201.43
80,20시 2구간,201.43
81,20시 3구간,201.43
82,20시 4구간,201.43
83,21시 1구간,160.64
84,21시 2구간,160.64
85,21시 3구간,203.11
86,21시 4구간,158.83
87,22시 1구간,158.2
88,22시 2구간,158.2
89,22시 3구간,158.2
90,22시 4구간,158.2
91,23시 1구간,158.2
92,23시 2구간,158.2
93,23시 3구간,158.2
94,23시 4구간,158.2
95,24시 1구간,158.06
96,24시 2구간,158.06
97,24시 3구간,157.79
98,24시 4구간,141.26
