,시간,06-14 (금)
0,최대,153.95
1,최소,102.48
2,가중평균,135.61
3,01시 1구간,136.8
4,01시 2구간,136.8
5,01시 3구간,136.8
6,01시 4구간,136.8
7,02시 1구간,115.54
8,02시 2구간,115.54
9,02시 3구간,115.54
10,02시 4구간,115.54
11,03시 1구간,108.96
12,03시 2구간,108.96
13,03시 3구간,108.96
14,03시 4구간,108.96
15,04시 1구간,102.48
16,04시 2구간,102.48
17,04시 3구간,102.48
18,04시 4구간,102.48
19,05시 1구간,102.48
20,05시 2구간,102.48
21,05시 3구간,102.48
22,05시 4구간,102.48
23,06시 1구간,102.48
24,06시 2구간,102.48
25,06시 3구간,102.48
26,06시 4구간,102.48
27,07시 1구간,102.48
28,07시 2구간,102.48
29,07시 3구간,102.48
30,07시 4구간,102.48
31,08시 1구간,130.3
32,08시 2구간,130.3
33,08시 3구간,130.3
34,08시 4구간,130.3
35,09시 1구간,135.87
36,09시 2구간,135.87
37,09시 3구간,135.87
38,09시 4구간,135.87
39,10시 1구간,139.04
40,10시 2구간,139.04
41,10시 3구간,139.04
42,10시 4구간,139.04
43,11시 1구간,149.06
44,11시 2구간,149.06
45,11시 3구간,149.06
46,11시 4구간,149.06
47,12시 1구간,140.87
48,12시 2구간,140.87
49,12시 3구간,140.87
50,12시 4구간,140.87
51,13시 1구간,138.99
52,13시 2구간,138.99
53,13시 3구간,138.99
54,13시 4구간,138.99
55,14시 1구간,148.44
56,14시 2구간,148.44
57,14시 3구간,148.44
58,14시 4구간,148.44
59,15시 1구간,150.06
60,15시 2구간,150.06
61,15시 3구간,150.06
62,15시 4구간,150.06
63,16시 1구간,148.43
64,16시 2구간,148.43
65,16시 3구간,148.43
66,16시 4구간,148.43
67,17시 1구간,140.09
68,17시 2구간,140.09
69,17시 3구간,140.09
70,17시 4구간,140.09
71,18시 1구간,138.49
72,18시 2구간,138.49
73,18시 3구간,149.75
74,18시 4구간,149.75
75,19시 1구간,150.24
76,19시 2구간,150.24
77,19시 3구간,150.24
78,19시 4구간,150.24
79,20시 1구간,150.11
80,20시 2구간,150.11
81,20시 3구간,150.11
82,20시 4구간,150.11
83,21시 1구간,150.58
84,21시 2구간,150.58
85,21시 3구간,150.58
86,21시 4구간,150.58
87,22시 1구간,153.95
88,22시 2구간,149.37
89,22시 3구간,149.37
90,22시 4구간,149.37
91,23시 1구간,135.45
92,23시 2구간,135.45
93,23시 3구간,135.45
94,23시 4구간,135.45
95,24시 1구간,132.37
96,24시 2구간,132.37
97,24시 3구간,132.37
98,24시 4구간,132.37
