,시간,03-10 (일)
0,최대,169.34
1,최소,-77.94
2,가중평균,115.39
3,01시 1구간,164.61
4,01시 2구간,164.61
5,01시 3구간,164.61
6,01시 4구간,164.61
7,02시 1구간,164.61
8,02시 2구간,164.61
9,02시 3구간,164.61
10,02시 4구간,164.61
11,03시 1구간,110.09
12,03시 2구간,110.09
13,03시 3구간,110.09
14,03시 4구간,110.09
15,04시 1구간,110.35
16,04시 2구간,110.35
17,04시 3구간,110.35
18,04시 4구간,110.35
19,05시 1구간,110.35
20,05시 2구간,110.35
21,05시 3구간,110.35
22,05시 4구간,110.35
23,06시 1구간,165.86
24,06시 2구간,165.86
25,06시 3구간,165.86
26,06시 4구간,165.86
27,07시 1구간,165.86
28,07시 2구간,165.86
29,07시 3구간,165.86
30,07시 4구간,165.86
31,08시 1구간,165.86
32,08시 2구간,165.86
33,08시 3구간,165.86
34,08시 4구간,165.86
35,09시 1구간,110.09
36,09시 2구간,110.09
37,09시 3구간,110.09
38,09시 4구간,110.09
39,10시 1구간,91.64
40,10시 2구간,91.64
41,10시 3구간,0.0
42,10시 4구간,-8.0
43,11시 1구간,-77.94
44,11시 2구간,-77.94
45,11시 3구간,-77.94
46,11시 4구간,-77.94
47,12시 1구간,0.0
48,12시 2구간,0.0
49,12시 3구간,0.0
50,12시 4구간,0.0
51,13시 1구간,-8.0
52,13시 2구간,-8.0
53,13시 3구간,-8.0
54,13시 4구간,-4.0
55,14시 1구간,6.93
56,14시 2구간,6.93
57,14시 3구간,6.93
58,14시 4구간,6.93
59,15시 1구간,82.66
60,15시 2구간,82.66
61,15시 3구간,82.66
62,15시 4구간,82.66
63,16시 1구간,91.5
64,16시 2구간,0.0
65,16시 3구간,0.0
66,16시 4구간,91.5
67,17시 1구간,93.74
68,17시 2구간,-2.0
69,17시 3구간,-9.0
70,17시 4구간,93.74
71,18시 1구간,106.51
72,18시 2구간,106.51
73,18시 3구간,106.51
74,18시 4구간,106.51
75,19시 1구간,169.34
76,19시 2구간,169.34
77,19시 3구간,169.34
78,19시 4구간,169.34
79,20시 1구간,169.34
80,20시 2구간,169.34
81,20시 3구간,169.34
82,20시 4구간,169.34
83,21시 1구간,169.34
84,21시 2구간,169.34
85,21시 3구간,169.34
86,21시 4구간,169.34
87,22시 1구간,169.34
88,22시 2구간,169.34
89,22시 3구간,169.34
90,22시 4구간,169.34
91,23시 1구간,169.34
92,23시 2구간,169.34
93,23시 3구간,169.34
94,23시 4구간,169.34
95,24시 1구간,169.34
96,24시 2구간,169.34
97,24시 3구간,169.34
98,24시 4구간,169.34
