,시간,03-14 (목)
0,최대,175.91
1,최소,-77.94
2,가중평균,148.85
3,01시 1구간,155.46
4,01시 2구간,155.46
5,01시 3구간,155.46
6,01시 4구간,155.46
7,02시 1구간,155.46
8,02시 2구간,155.46
9,02시 3구간,155.46
10,02시 4구간,155.46
11,03시 1구간,155.46
12,03시 2구간,155.46
13,03시 3구간,155.46
14,03시 4구간,107.31
15,04시 1구간,103.63
16,04시 2구간,103.63
17,04시 3구간,103.63
18,04시 4구간,155.46
19,05시 1구간,155.46
20,05시 2구간,155.46
21,05시 3구간,155.46
22,05시 4구간,155.46
23,06시 1구간,155.46
24,06시 2구간,155.46
25,06시 3구간,155.46
26,06시 4구간,155.46
27,07시 1구간,155.46
28,07시 2구간,155.46
29,07시 3구간,155.46
30,07시 4구간,155.46
31,08시 1구간,172.16
32,08시 2구간,172.16
33,08시 3구간,172.16
34,08시 4구간,172.16
35,09시 1구간,170.23
36,09시 2구간,172.55
37,09시 3구간,175.91
38,09시 4구간,175.66
39,10시 1구간,173.74
40,10시 2구간,170.61
41,10시 3구간,0.0
42,10시 4구간,-77.94
43,11시 1구간,0.0
44,11시 2구간,0.0
45,11시 3구간,162.93
46,11시 4구간,162.93
47,12시 1구간,146.76
48,12시 2구간,146.76
49,12시 3구간,146.76
50,12시 4구간,146.76
51,13시 1구간,141.76
52,13시 2구간,141.76
53,13시 3구간,141.76
54,13시 4구간,141.76
55,14시 1구간,141.76
56,14시 2구간,141.76
57,14시 3구간,141.76
58,14시 4구간,141.76
59,15시 1구간,0.0
60,15시 2구간,141.73
61,15시 3구간,0.0
62,15시 4구간,133.52
63,16시 1구간,160.81
64,16시 2구간,162.93
65,16시 3구간,162.93
66,16시 4구간,162.93
67,17시 1구간,162.93
68,17시 2구간,141.9
69,17시 3구간,164.38
70,17시 4구간,165.6
71,18시 1구간,165.6
72,18시 2구간,165.6
73,18시 3구간,165.6
74,18시 4구간,165.6
75,19시 1구간,167.03
76,19시 2구간,167.03
77,19시 3구간,167.03
78,19시 4구간,167.03
79,20시 1구간,167.03
80,20시 2구간,167.03
81,20시 3구간,167.03
82,20시 4구간,167.03
83,21시 1구간,167.03
84,21시 2구간,167.03
85,21시 3구간,167.03
86,21시 4구간,167.03
87,22시 1구간,167.32
88,22시 2구간,167.32
89,22시 3구간,167.32
90,22시 4구간,167.32
91,23시 1구간,167.32
92,23시 2구간,167.32
93,23시 3구간,167.32
94,23시 4구간,167.32
95,24시 1구간,167.32
96,24시 2구간,167.32
97,24시 3구간,167.32
98,24시 4구간,165.78
