,시간,04-24 (수)
0,최대,165.17
1,최소,-79.32
2,가중평균,103.16
3,01시 1구간,116.44
4,01시 2구간,116.44
5,01시 3구간,116.44
6,01시 4구간,116.44
7,02시 1구간,116.08
8,02시 2구간,116.08
9,02시 3구간,116.08
10,02시 4구간,116.08
11,03시 1구간,113.42
12,03시 2구간,113.42
13,03시 3구간,113.42
14,03시 4구간,113.42
15,04시 1구간,113.42
16,04시 2구간,113.42
17,04시 3구간,113.42
18,04시 4구간,113.42
19,05시 1구간,113.42
20,05시 2구간,113.42
21,05시 3구간,113.42
22,05시 4구간,113.42
23,06시 1구간,115.29
24,06시 2구간,115.29
25,06시 3구간,115.29
26,06시 4구간,115.29
27,07시 1구간,165.17
28,07시 2구간,165.17
29,07시 3구간,165.17
30,07시 4구간,139.87
31,08시 1구간,139.98
32,08시 2구간,139.98
33,08시 3구간,139.98
34,08시 4구간,139.98
35,09시 1구간,150.91
36,09시 2구간,150.91
37,09시 3구간,150.91
38,09시 4구간,150.91
39,10시 1구간,150.21
40,10시 2구간,0.0
41,10시 3구간,0.0
42,10시 4구간,-77.94
43,11시 1구간,0.0
44,11시 2구간,0.0
45,11시 3구간,-79.32
46,11시 4구간,-79.32
47,12시 1구간,-79.32
48,12시 2구간,-79.32
49,12시 3구간,-79.32
50,12시 4구간,-79.32
51,13시 1구간,-79.32
52,13시 2구간,-79.32
53,13시 3구간,-79.32
54,13시 4구간,-79.32
55,14시 1구간,-77.94
56,14시 2구간,-2.0
57,14시 3구간,-0.11
58,14시 4구간,0.0
59,15시 1구간,0.0
60,15시 2구간,0.0
61,15시 3구간,149.96
62,15시 4구간,149.96
63,16시 1구간,0.0
64,16시 2구간,135.6
65,16시 3구간,135.6
66,16시 4구간,135.6
67,17시 1구간,135.6
68,17시 2구간,135.6
69,17시 3구간,135.6
70,17시 4구간,135.6
71,18시 1구간,153.53
72,18시 2구간,153.53
73,18시 3구간,153.53
74,18시 4구간,153.53
75,19시 1구간,153.67
76,19시 2구간,153.67
77,19시 3구간,153.67
78,19시 4구간,153.67
79,20시 1구간,154.32
80,20시 2구간,154.32
81,20시 3구간,154.32
82,20시 4구간,154.32
83,21시 1구간,154.35
84,21시 2구간,154.35
85,21시 3구간,154.35
86,21시 4구간,154.35
87,22시 1구간,154.21
88,22시 2구간,154.21
89,22시 3구간,154.21
90,22시 4구간,154.21
91,23시 1구간,159.03
92,23시 2구간,159.03
93,23시 3구간,159.03
94,23시 4구간,159.03
95,24시 1구간,154.21
96,24시 2구간,154.21
97,24시 3구간,154.21
98,24시 4구간,154.21
