,시간,06-29 (토)
0,최대,140.55
1,최소,92.31
2,가중평균,125.92
3,01시 1구간,123.06
4,01시 2구간,123.06
5,01시 3구간,123.06
6,01시 4구간,123.06
7,02시 1구간,97.95
8,02시 2구간,97.95
9,02시 3구간,97.95
10,02시 4구간,97.95
11,03시 1구간,95.16
12,03시 2구간,95.16
13,03시 3구간,95.16
14,03시 4구간,95.16
15,04시 1구간,94.54
16,04시 2구간,94.54
17,04시 3구간,94.54
18,04시 4구간,94.54
19,05시 1구간,93.8
20,05시 2구간,93.8
21,05시 3구간,93.8
22,05시 4구간,93.8
23,06시 1구간,92.31
24,06시 2구간,92.31
25,06시 3구간,92.31
26,06시 4구간,92.31
27,07시 1구간,93.48
28,07시 2구간,93.48
29,07시 3구간,93.48
30,07시 4구간,93.48
31,08시 1구간,102.52
32,08시 2구간,102.52
33,08시 3구간,102.52
34,08시 4구간,102.52
35,09시 1구간,137.05
36,09시 2구간,137.05
37,09시 3구간,137.05
38,09시 4구간,137.05
39,10시 1구간,136.8
40,10시 2구간,136.8
41,10시 3구간,136.8
42,10시 4구간,136.8
43,11시 1구간,137.55
44,11시 2구간,137.55
45,11시 3구간,137.55
46,11시 4구간,137.55
47,12시 1구간,137.74
48,12시 2구간,137.74
49,12시 3구간,137.74
50,12시 4구간,137.74
51,13시 1구간,140.55
52,13시 2구간,140.55
53,13시 3구간,140.55
54,13시 4구간,140.55
55,14시 1구간,137.7
56,14시 2구간,137.7
57,14시 3구간,137.7
58,14시 4구간,137.7
59,15시 1구간,138.68
60,15시 2구간,138.68
61,15시 3구간,138.68
62,15시 4구간,138.68
63,16시 1구간,136.31
64,16시 2구간,136.31
65,16시 3구간,136.31
66,16시 4구간,136.31
67,17시 1구간,137.64
68,17시 2구간,137.64
69,17시 3구간,137.64
70,17시 4구간,137.64
71,18시 1구간,134.24
72,18시 2구간,134.24
73,18시 3구간,134.24
74,18시 4구간,134.24
75,19시 1구간,134.23
76,19시 2구간,134.23
77,19시 3구간,134.23
78,19시 4구간,134.23
79,20시 1구간,134.25
80,20시 2구간,134.25
81,20시 3구간,134.25
82,20시 4구간,134.25
83,21시 1구간,133.5
84,21시 2구간,133.5
85,21시 3구간,133.5
86,21시 4구간,133.5
87,22시 1구간,133.49
88,22시 2구간,133.49
89,22시 3구간,133.49
90,22시 4구간,133.49
91,23시 1구간,132.7
92,23시 2구간,132.7
93,23시 3구간,132.7
94,23시 4구간,132.7
95,24시 1구간,132.03
96,24시 2구간,132.03
97,24시 3구간,132.03
98,24시 4구간,132.03
