,시간,09-09 (월)
0,최대,209.9
1,최소,106.88
2,가중평균,150.54
3,01시 1구간,161.32
4,01시 2구간,161.32
5,01시 3구간,161.32
6,01시 4구간,137.22
7,02시 1구간,106.88
8,02시 2구간,106.88
9,02시 3구간,106.88
10,02시 4구간,106.88
11,03시 1구간,106.88
12,03시 2구간,106.88
13,03시 3구간,106.88
14,03시 4구간,106.88
15,04시 1구간,106.88
16,04시 2구간,106.88
17,04시 3구간,106.88
18,04시 4구간,106.88
19,05시 1구간,106.88
20,05시 2구간,106.88
21,05시 3구간,106.88
22,05시 4구간,106.88
23,06시 1구간,106.88
24,06시 2구간,106.88
25,06시 3구간,106.88
26,06시 4구간,106.88
27,07시 1구간,139.97
28,07시 2구간,139.97
29,07시 3구간,139.97
30,07시 4구간,139.97
31,08시 1구간,142.46
32,08시 2구간,142.46
33,08시 3구간,142.46
34,08시 4구간,142.46
35,09시 1구간,160.83
36,09시 2구간,160.83
37,09시 3구간,160.83
38,09시 4구간,160.83
39,10시 1구간,160.67
40,10시 2구간,160.67
41,10시 3구간,160.67
42,10시 4구간,160.67
43,11시 1구간,160.65
44,11시 2구간,160.65
45,11시 3구간,160.65
46,11시 4구간,160.65
47,12시 1구간,156.09
48,12시 2구간,156.09
49,12시 3구간,156.09
50,12시 4구간,156.09
51,13시 1구간,148.71
52,13시 2구간,148.71
53,13시 3구간,148.71
54,13시 4구간,148.71
55,14시 1구간,156.98
56,14시 2구간,156.98
57,14시 3구간,156.98
58,14시 4구간,156.98
59,15시 1구간,160.19
60,15시 2구간,160.19
61,15시 3구간,160.19
62,15시 4구간,160.19
63,16시 1구간,160.19
64,16시 2구간,160.19
65,16시 3구간,160.19
66,16시 4구간,160.19
67,17시 1구간,160.37
68,17시 2구간,160.37
69,17시 3구간,160.37
70,17시 4구간,160.37
71,18시 1구간,160.37
72,18시 2구간,160.37
73,18시 3구간,160.37
74,18시 4구간,209.9
75,19시 1구간,160.65
76,19시 2구간,160.65
77,19시 3구간,160.65
78,19시 4구간,160.65
79,20시 1구간,160.65
80,20시 2구간,160.65
81,20시 3구간,160.65
82,20시 4구간,160.65
83,21시 1구간,160.93
84,21시 2구간,160.93
85,21시 3구간,160.93
86,21시 4구간,160.93
87,22시 1구간,160.93
88,22시 2구간,160.93
89,22시 3구간,160.93
90,22시 4구간,160.93
91,23시 1구간,159.65
92,23시 2구간,159.65
93,23시 3구간,159.65
94,23시 4구간,159.65
95,24시 1구간,158.28
96,24시 2구간,158.28
97,24시 3구간,158.28
98,24시 4구간,158.28
