,시간,08-15 (목)
0,최대,161.05
1,최소,138.34
2,가중평균,152.03
3,01시 1구간,158.89
4,01시 2구간,158.89
5,01시 3구간,158.89
6,01시 4구간,158.89
7,02시 1구간,138.34
8,02시 2구간,138.34
9,02시 3구간,138.34
10,02시 4구간,138.34
11,03시 1구간,138.44
12,03시 2구간,138.44
13,03시 3구간,138.44
14,03시 4구간,138.44
15,04시 1구간,138.44
16,04시 2구간,138.44
17,04시 3구간,138.44
18,04시 4구간,138.44
19,05시 1구간,138.44
20,05시 2구간,138.44
21,05시 3구간,138.44
22,05시 4구간,138.44
23,06시 1구간,139.0
24,06시 2구간,139.0
25,06시 3구간,139.0
26,06시 4구간,139.0
27,07시 1구간,139.52
28,07시 2구간,139.52
29,07시 3구간,139.52
30,07시 4구간,139.52
31,08시 1구간,141.71
32,08시 2구간,141.71
33,08시 3구간,141.71
34,08시 4구간,141.71
35,09시 1구간,146.16
36,09시 2구간,146.16
37,09시 3구간,146.16
38,09시 4구간,146.16
39,10시 1구간,145.98
40,10시 2구간,145.98
41,10시 3구간,145.98
42,10시 4구간,145.98
43,11시 1구간,146.83
44,11시 2구간,146.83
45,11시 3구간,146.83
46,11시 4구간,146.83
47,12시 1구간,146.98
48,12시 2구간,146.98
49,12시 3구간,146.98
50,12시 4구간,156.88
51,13시 1구간,147.19
52,13시 2구간,156.88
53,13시 3구간,156.88
54,13시 4구간,156.88
55,14시 1구간,157.13
56,14시 2구간,157.13
57,14시 3구간,157.13
58,14시 4구간,157.13
59,15시 1구간,161.05
60,15시 2구간,161.05
61,15시 3구간,161.05
62,15시 4구간,161.05
63,16시 1구간,161.05
64,16시 2구간,161.05
65,16시 3구간,161.05
66,16시 4구간,161.05
67,17시 1구간,160.77
68,17시 2구간,160.77
69,17시 3구간,160.77
70,17시 4구간,160.77
71,18시 1구간,156.88
72,18시 2구간,156.88
73,18시 3구간,156.88
74,18시 4구간,156.88
75,19시 1구간,161.05
76,19시 2구간,161.05
77,19시 3구간,161.05
78,19시 4구간,161.05
79,20시 1구간,158.33
80,20시 2구간,158.33
81,20시 3구간,158.33
82,20시 4구간,158.33
83,21시 1구간,158.8
84,21시 2구간,158.8
85,21시 3구간,158.8
86,21시 4구간,158.8
87,22시 1구간,158.78
88,22시 2구간,158.78
89,22시 3구간,158.58
90,22시 4구간,158.58
91,23시 1구간,158.58
92,23시 2구간,158.58
93,23시 3구간,158.58
94,23시 4구간,158.58
95,24시 1구간,158.71
96,24시 2구간,158.71
97,24시 3구간,158.71
98,24시 4구간,158.71
