,시간,10-26 (토)
0,최대,161.08
1,최소,0.0
2,가중평균,117.08
3,01시 1구간,93.31
4,01시 2구간,93.31
5,01시 3구간,93.31
6,01시 4구간,93.31
7,02시 1구간,92.62
8,02시 2구간,92.62
9,02시 3구간,92.62
10,02시 4구간,92.62
11,03시 1구간,77.5
12,03시 2구간,77.5
13,03시 3구간,77.5
14,03시 4구간,77.5
15,04시 1구간,77.5
16,04시 2구간,77.5
17,04시 3구간,77.5
18,04시 4구간,77.5
19,05시 1구간,0.0
20,05시 2구간,77.5
21,05시 3구간,77.5
22,05시 4구간,77.5
23,06시 1구간,77.69
24,06시 2구간,77.69
25,06시 3구간,77.69
26,06시 4구간,77.69
27,07시 1구간,92.8
28,07시 2구간,92.8
29,07시 3구간,92.8
30,07시 4구간,92.8
31,08시 1구간,158.82
32,08시 2구간,93.24
33,08시 3구간,93.24
34,08시 4구간,93.24
35,09시 1구간,93.31
36,09시 2구간,93.31
37,09시 3구간,93.31
38,09시 4구간,93.31
39,10시 1구간,104.72
40,10시 2구간,104.72
41,10시 3구간,158.68
42,10시 4구간,159.42
43,11시 1구간,111.88
44,11시 2구간,158.6
45,11시 3구간,159.44
46,11시 4구간,159.87
47,12시 1구간,160.28
48,12시 2구간,160.22
49,12시 3구간,160.79
50,12시 4구간,160.72
51,13시 1구간,104.17
52,13시 2구간,104.17
53,13시 3구간,159.99
54,13시 4구간,160.28
55,14시 1구간,102.59
56,14시 2구간,158.6
57,14시 3구간,159.06
58,14시 4구간,102.59
59,15시 1구간,101.05
60,15시 2구간,101.05
61,15시 3구간,101.05
62,15시 4구간,101.05
63,16시 1구간,100.07
64,16시 2구간,159.44
65,16시 3구간,100.07
66,16시 4구간,158.6
67,17시 1구간,160.29
68,17시 2구간,160.28
69,17시 3구간,160.28
70,17시 4구간,159.94
71,18시 1구간,160.28
72,18시 2구간,160.28
73,18시 3구간,160.22
74,18시 4구간,161.08
75,19시 1구간,159.44
76,19시 2구간,159.69
77,19시 3구간,160.28
78,19시 4구간,160.28
79,20시 1구간,159.44
80,20시 2구간,159.44
81,20시 3구간,158.98
82,20시 4구간,159.13
83,21시 1구간,158.6
84,21시 2구간,106.47
85,21시 3구간,106.47
86,21시 4구간,106.47
87,22시 1구간,93.31
88,22시 2구간,93.31
89,22시 3구간,93.31
90,22시 4구간,93.31
91,23시 1구간,93.31
92,23시 2구간,93.31
93,23시 3구간,93.31
94,23시 4구간,93.31
95,24시 1구간,93.31
96,24시 2구간,93.31
97,24시 3구간,93.31
98,24시 4구간,93.31
