,시간,05-24 (금)
0,최대,155.39
1,최소,-79.06
2,가중평균,90.38
3,01시 1구간,114.71
4,01시 2구간,114.71
5,01시 3구간,114.71
6,01시 4구간,114.71
7,02시 1구간,98.49
8,02시 2구간,98.49
9,02시 3구간,98.49
10,02시 4구간,98.49
11,03시 1구간,92.04
12,03시 2구간,92.04
13,03시 3구간,92.04
14,03시 4구간,92.04
15,04시 1구간,91.0
16,04시 2구간,91.0
17,04시 3구간,91.0
18,04시 4구간,91.0
19,05시 1구간,90.76
20,05시 2구간,90.76
21,05시 3구간,90.76
22,05시 4구간,90.76
23,06시 1구간,92.51
24,06시 2구간,92.51
25,06시 3구간,92.51
26,06시 4구간,92.51
27,07시 1구간,99.21
28,07시 2구간,99.21
29,07시 3구간,99.21
30,07시 4구간,99.21
31,08시 1구간,101.0
32,08시 2구간,101.0
33,08시 3구간,101.0
34,08시 4구간,101.0
35,09시 1구간,-77.94
36,09시 2구간,-79.06
37,09시 3구간,-2.0
38,09시 4구간,-2.0
39,10시 1구간,-77.94
40,10시 2구간,-79.06
41,10시 3구간,-79.06
42,10시 4구간,-79.06
43,11시 1구간,0.0
44,11시 2구간,-0.87
45,11시 3구간,0.0
46,11시 4구간,-2.0
47,12시 1구간,-30.0
48,12시 2구간,-71.15
49,12시 3구간,-77.94
50,12시 4구간,-79.06
51,13시 1구간,-79.06
52,13시 2구간,-77.94
53,13시 3구간,-75.9
54,13시 4구간,-2.0
55,14시 1구간,0.0
56,14시 2구간,0.0
57,14시 3구간,0.0
58,14시 4구간,0.0
59,15시 1구간,144.11
60,15시 2구간,144.11
61,15시 3구간,144.11
62,15시 4구간,144.11
63,16시 1구간,144.92
64,16시 2구간,144.92
65,16시 3구간,144.92
66,16시 4구간,144.92
67,17시 1구간,153.8
68,17시 2구간,153.8
69,17시 3구간,153.8
70,17시 4구간,153.8
71,18시 1구간,153.28
72,18시 2구간,153.28
73,18시 3구간,153.28
74,18시 4구간,153.28
75,19시 1구간,153.88
76,19시 2구간,153.72
77,19시 3구간,153.88
78,19시 4구간,153.88
79,20시 1구간,154.47
80,20시 2구간,154.47
81,20시 3구간,154.75
82,20시 4구간,154.47
83,21시 1구간,154.91
84,21시 2구간,154.91
85,21시 3구간,154.91
86,21시 4구간,155.07
87,22시 1구간,155.39
88,22시 2구간,155.39
89,22시 3구간,155.39
90,22시 4구간,155.39
91,23시 1구간,155.39
92,23시 2구간,155.39
93,23시 3구간,155.39
94,23시 4구간,155.39
95,24시 1구간,155.39
96,24시 2구간,155.39
97,24시 3구간,155.39
98,24시 4구간,155.39
