,시간,08-10 (토)
0,최대,161.16
1,최소,125.07
2,가중평균,152.58
3,01시 1구간,158.26
4,01시 2구간,158.26
5,01시 3구간,158.26
6,01시 4구간,158.06
7,02시 1구간,138.42
8,02시 2구간,138.42
9,02시 3구간,138.42
10,02시 4구간,138.42
11,03시 1구간,130.52
12,03시 2구간,130.52
13,03시 3구간,130.52
14,03시 4구간,130.52
15,04시 1구간,129.42
16,04시 2구간,129.42
17,04시 3구간,129.42
18,04시 4구간,129.42
19,05시 1구간,125.07
20,05시 2구간,125.07
21,05시 3구간,125.07
22,05시 4구간,125.07
23,06시 1구간,130.64
24,06시 2구간,130.64
25,06시 3구간,130.64
26,06시 4구간,130.64
27,07시 1구간,139.03
28,07시 2구간,139.03
29,07시 3구간,139.03
30,07시 4구간,139.03
31,08시 1구간,143.55
32,08시 2구간,143.55
33,08시 3구간,143.55
34,08시 4구간,143.55
35,09시 1구간,142.01
36,09시 2구간,142.01
37,09시 3구간,142.01
38,09시 4구간,142.01
39,10시 1구간,142.01
40,10시 2구간,142.01
41,10시 3구간,156.33
42,10시 4구간,156.33
43,11시 1구간,159.68
44,11시 2구간,159.68
45,11시 3구간,159.68
46,11시 4구간,159.68
47,12시 1구간,159.51
48,12시 2구간,159.51
49,12시 3구간,159.51
50,12시 4구간,159.51
51,13시 1구간,159.51
52,13시 2구간,159.51
53,13시 3구간,159.51
54,13시 4구간,159.51
55,14시 1구간,161.16
56,14시 2구간,161.16
57,14시 3구간,161.16
58,14시 4구간,161.16
59,15시 1구간,161.16
60,15시 2구간,161.16
61,15시 3구간,161.16
62,15시 4구간,161.16
63,16시 1구간,160.61
64,16시 2구간,160.61
65,16시 3구간,160.61
66,16시 4구간,160.61
67,17시 1구간,159.51
68,17시 2구간,159.51
69,17시 3구간,159.51
70,17시 4구간,159.51
71,18시 1구간,156.25
72,18시 2구간,156.25
73,18시 3구간,156.25
74,18시 4구간,156.25
75,19시 1구간,159.68
76,19시 2구간,159.68
77,19시 3구간,159.68
78,19시 4구간,159.68
79,20시 1구간,159.43
80,20시 2구간,159.43
81,20시 3구간,159.61
82,20시 4구간,159.43
83,21시 1구간,159.7
84,21시 2구간,159.7
85,21시 3구간,159.7
86,21시 4구간,159.7
87,22시 1구간,159.84
88,22시 2구간,159.84
89,22시 3구간,159.84
90,22시 4구간,159.84
91,23시 1구간,160.01
92,23시 2구간,160.01
93,23시 3구간,160.01
94,23시 4구간,160.01
95,24시 1구간,159.51
96,24시 2구간,159.51
97,24시 3구간,159.51
98,24시 4구간,156.74
