,시간,09-19 (목)
0,최대,312.61
1,최소,106.38
2,가중평균,148.13
3,01시 1구간,107.03
4,01시 2구간,107.03
5,01시 3구간,107.03
6,01시 4구간,107.03
7,02시 1구간,107.03
8,02시 2구간,107.03
9,02시 3구간,107.03
10,02시 4구간,107.03
11,03시 1구간,106.65
12,03시 2구간,106.65
13,03시 3구간,106.65
14,03시 4구간,106.65
15,04시 1구간,106.38
16,04시 2구간,106.38
17,04시 3구간,106.38
18,04시 4구간,106.38
19,05시 1구간,106.38
20,05시 2구간,106.38
21,05시 3구간,106.38
22,05시 4구간,106.38
23,06시 1구간,106.49
24,06시 2구간,106.49
25,06시 3구간,106.49
26,06시 4구간,106.49
27,07시 1구간,107.03
28,07시 2구간,107.03
29,07시 3구간,107.03
30,07시 4구간,107.03
31,08시 1구간,131.15
32,08시 2구간,131.15
33,08시 3구간,131.15
34,08시 4구간,131.15
35,09시 1구간,143.01
36,09시 2구간,143.01
37,09시 3구간,143.01
38,09시 4구간,143.01
39,10시 1구간,159.04
40,10시 2구간,159.04
41,10시 3구간,159.04
42,10시 4구간,159.04
43,11시 1구간,159.21
44,11시 2구간,159.21
45,11시 3구간,159.21
46,11시 4구간,159.21
47,12시 1구간,159.04
48,12시 2구간,159.04
49,12시 3구간,159.04
50,12시 4구간,159.04
51,13시 1구간,159.04
52,13시 2구간,159.04
53,13시 3구간,159.04
54,13시 4구간,159.04
55,14시 1구간,159.04
56,14시 2구간,159.04
57,14시 3구간,159.04
58,14시 4구간,159.04
59,15시 1구간,159.46
60,15시 2구간,159.46
61,15시 3구간,159.46
62,15시 4구간,159.46
63,16시 1구간,198.52
64,16시 2구간,198.52
65,16시 3구간,198.52
66,16시 4구간,312.61
67,17시 1구간,159.74
68,17시 2구간,159.74
69,17시 3구간,159.74
70,17시 4구간,159.74
71,18시 1구간,159.74
72,18시 2구간,159.74
73,18시 3구간,159.74
74,18시 4구간,159.74
75,19시 1구간,159.74
76,19시 2구간,159.74
77,19시 3구간,159.74
78,19시 4구간,159.74
79,20시 1구간,159.74
80,20시 2구간,159.74
81,20시 3구간,159.74
82,20시 4구간,159.74
83,21시 1구간,159.74
84,21시 2구간,159.74
85,21시 3구간,159.74
86,21시 4구간,159.74
87,22시 1구간,159.38
88,22시 2구간,159.38
89,22시 3구간,159.38
90,22시 4구간,159.38
91,23시 1구간,157.77
92,23시 2구간,157.77
93,23시 3구간,139.49
94,23시 4구간,139.49
95,24시 1구간,135.82
96,24시 2구간,135.82
97,24시 3구간,135.82
98,24시 4구간,135.82
