,시간,04-20 (토)
0,최대,162.63
1,최소,92.38
2,가중평균,137.25
3,01시,120.95
4,02시,93.46
5,03시,92.38
6,04시,92.86
7,05시,130.92
8,06시,130.92
9,07시,130.92
10,08시,130.92
11,09시,130.92
12,10시,130.92
13,11시,131.11
14,12시,130.92
15,13시,130.92
16,14시,130.92
17,15시,160.7
18,16시,160.7
19,17시,160.7
20,18시,156.58
21,19시,158.23
22,20시,162.63
23,21시,158.5
24,22시,158.5
25,23시,158.5
26,24시,119.26
