,시간,11-02 (토)
0,최대,148.12
1,최소,87.43
2,가중평균,107.92
3,01시,104.31
4,02시,103.05
5,03시,102.64
6,04시,87.43
7,05시,102.83
8,06시,103.18
9,07시,103.81
10,08시,104.3
11,09시,107.25
12,10시,107.89
13,11시,116.19
14,12시,148.12
15,13시,107.6
16,14시,107.6
17,15시,107.52
18,16시,107.68
19,17시,107.3
20,18시,107.95
21,19시,108.08
22,20시,108.14
23,21시,108.2
24,22시,106.76
25,23시,106.85
26,24시,104.76
