,시간,03-07 (목)
0,최대,179.82
1,최소,90.83
2,가중평균,136.38
3,01시,107.31
4,02시,94.48
5,03시,90.83
6,04시,90.83
7,05시,90.83
8,06시,95.0
9,07시,108.17
10,08시,108.69
11,09시,170.95
12,10시,179.82
13,11시,134.97
14,12시,165.47
15,13시,154.48
16,14시,159.69
17,15시,154.67
18,16시,145.83
19,17시,166.64
20,18시,166.64
21,19시,166.82
22,20시,145.07
23,21시,148.6
24,22시,139.29
25,23시,131.2
26,24시,131.94
