,시간,07-04 (목)
0,최대,152.59
1,최소,94.01
2,가중평균,131.87
3,01시,105.58
4,02시,95.99
5,03시,94.83
6,04시,94.83
7,05시,94.01
8,06시,94.83
9,07시,105.06
10,08시,132.04
11,09시,136.77
12,10시,143.38
13,11시,142.86
14,12시,143.0
15,13시,141.63
16,14시,143.36
17,15시,143.36
18,16시,143.1
19,17시,142.13
20,18시,138.1
21,19시,152.59
22,20시,152.59
23,21시,152.59
24,22시,152.59
25,23시,134.89
26,24시,117.98
