,시간,07-29 (월)
0,최대,157.62
1,최소,95.3
2,가중평균,137.08
3,01시,124.19
4,02시,100.23
5,03시,95.3
6,04시,95.3
7,05시,95.3
8,06시,95.3
9,07시,100.58
10,08시,121.12
11,09시,135.31
12,10시,138.55
13,11시,138.58
14,12시,138.58
15,13시,139.02
16,14시,151.99
17,15시,139.02
18,16시,153.04
19,17시,153.04
20,18시,157.62
21,19시,156.13
22,20시,156.13
23,21시,155.26
24,22시,156.13
25,23시,151.69
26,24시,151.69
