,시간,09-08 (일)
0,최대,163.78
1,최소,111.89
2,가중평균,143.0
3,01시,138.14
4,02시,129.68
5,03시,111.89
6,04시,111.89
7,05시,111.89
8,06시,111.89
9,07시,111.89
10,08시,115.19
11,09시,115.19
12,10시,140.37
13,11시,140.37
14,12시,141.35
15,13시,143.91
16,14시,141.34
17,15시,143.19
18,16시,160.37
19,17시,160.37
20,18시,163.51
21,19시,163.51
22,20시,163.78
23,21시,163.78
24,22시,162.05
25,23시,161.38
26,24시,160.76
