,시간,11-13 (수)
0,최대,147.26
1,최소,101.9
2,가중평균,119.95
3,01시,114.22
4,02시,102.07
5,03시,102.01
6,04시,101.9
7,05시,102.07
8,06시,103.34
9,07시,114.22
10,08시,131.31
11,09시,147.26
12,10시,131.32
13,11시,131.38
14,12시,131.23
15,13시,116.38
16,14시,116.38
17,15시,116.31
18,16시,116.38
19,17시,147.26
20,18시,123.4
21,19시,131.47
22,20시,131.43
23,21시,117.04
24,22시,117.04
25,23시,107.0
26,24시,106.74
