,시간,03-06 (수)
0,최대,172.44
1,최소,163.86
2,가중평균,164.96
3,01시,164.31
4,02시,164.31
5,03시,164.31
6,04시,164.31
7,05시,164.31
8,06시,164.31
9,07시,164.31
10,08시,164.31
11,09시,171.11
12,10시,172.44
13,11시,165.47
14,12시,165.47
15,13시,163.86
16,14시,163.86
17,15시,163.86
18,16시,163.86
19,17시,163.86
20,18시,163.86
21,19시,164.31
22,20시,164.31
23,21시,164.31
24,22시,164.31
25,23시,164.31
26,24시,164.31
