,시간,06-17 (월)
0,최대,175.44
1,최소,93.85
2,가중평균,134.02
3,01시,97.58
4,02시,93.92
5,03시,93.85
6,04시,93.85
7,05시,93.85
8,06시,93.85
9,07시,96.7
10,08시,102.25
11,09시,136.45
12,10시,138.64
13,11시,175.44
14,12시,149.81
15,13시,147.31
16,14시,147.31
17,15시,151.23
18,16시,153.89
19,17시,153.85
20,18시,150.61
21,19시,150.27
22,20시,150.39
23,21시,150.53
24,22시,148.0
25,23시,148.0
26,24시,130.8
