,시간,04-03 (수)
0,최대,163.37
1,최소,144.25
2,가중평균,155.34
3,01시,144.25
4,02시,158.23
5,03시,144.25
6,04시,144.25
7,05시,144.44
8,06시,144.44
9,07시,144.25
10,08시,158.23
11,09시,158.04
12,10시,162.45
13,11시,163.37
14,12시,157.66
15,13시,157.66
16,14시,157.66
17,15시,157.66
18,16시,160.71
19,17시,157.66
20,18시,157.66
21,19시,158.04
22,20시,158.04
23,21시,158.04
24,22시,158.04
25,23시,158.04
26,24시,158.04
