,시간,09-25 (수)
0,최대,216.05
1,최소,106.17
2,가중평균,145.79
3,01시,215.53
4,02시,107.43
5,03시,106.43
6,04시,106.2
7,05시,106.17
8,06시,106.4
9,07시,107.44
10,08시,158.06
11,09시,131.78
12,10시,144.32
13,11시,144.58
14,12시,144.56
15,13시,144.45
16,14시,144.58
17,15시,147.07
18,16시,160.34
19,17시,160.34
20,18시,147.21
21,19시,167.31
22,20시,159.1
23,21시,140.36
24,22시,160.84
25,23시,133.66
26,24시,216.05
