,시간,05-27 (월)
0,최대,157.83
1,최소,0.0
2,가중평균,102.34
3,01시,91.81
4,02시,82.66
5,03시,82.66
6,04시,81.77
7,05시,81.77
8,06시,88.62
9,07시,95.78
10,08시,113.61
11,09시,138.08
12,10시,0.0
13,11시,0.0
14,12시,0.0
15,13시,0.0
16,14시,142.93
17,15시,145.59
18,16시,145.19
19,17시,157.83
20,18시,142.41
21,19시,140.96
22,20시,141.05
23,21시,140.66
24,22시,140.72
25,23시,137.47
26,24시,137.22
