,시간,05-09 (목)
0,최대,156.42
1,최소,-79.06
2,가중평균,95.02
3,01시,126.44
4,02시,115.86
5,03시,115.86
6,04시,95.82
7,05시,113.76
8,06시,125.53
9,07시,129.12
10,08시,129.52
11,09시,150.76
12,10시,-77.94
13,11시,-2.0
14,12시,-79.06
15,13시,-79.06
16,14시,-77.94
17,15시,138.36
18,16시,0.0
19,17시,132.82
20,18시,153.86
21,19시,156.42
22,20시,156.42
23,21시,156.42
24,22시,151.53
25,23시,151.53
26,24시,151.53
