,시간,04-16 (화)
0,최대,200.55
1,최소,0.0
2,가중평균,140.11
3,01시,200.55
4,02시,152.25
5,03시,152.97
6,04시,151.99
7,05시,99.29
8,06시,101.47
9,07시,115.89
10,08시,152.27
11,09시,152.07
12,10시,152.25
13,11시,142.99
14,12시,142.75
15,13시,0.0
16,14시,137.15
17,15시,137.28
18,16시,141.79
19,17시,141.55
20,18시,137.12
21,19시,138.79
22,20시,155.96
23,21시,154.5
24,22시,154.5
25,23시,154.5
26,24시,154.33
