,시간,07-30 (화)
0,최대,156.68
1,최소,95.3
2,가중평균,137.27
3,01시,125.01
4,02시,100.02
5,03시,95.3
6,04시,95.3
7,05시,95.3
8,06시,95.3
9,07시,100.57
10,08시,118.52
11,09시,138.16
12,10시,140.78
13,11시,143.59
14,12시,144.2
15,13시,142.62
16,14시,142.94
17,15시,153.41
18,16시,156.68
19,17시,156.68
20,18시,155.67
21,19시,154.61
22,20시,154.88
23,21시,154.98
24,22시,154.81
25,23시,154.48
26,24시,133.29
