,시간,06-11 (화)
0,최대,154.67
1,최소,88.71
2,가중평균,129.66
3,01시,116.05
4,02시,109.0
5,03시,107.84
6,04시,88.71
7,05시,88.71
8,06시,88.71
9,07시,107.84
10,08시,126.19
11,09시,132.73
12,10시,139.71
13,11시,140.09
14,12시,140.09
15,13시,134.41
16,14시,140.05
17,15시,139.57
18,16시,139.79
19,17시,138.07
20,18시,138.07
21,19시,145.36
22,20시,154.67
23,21시,154.67
24,22시,138.07
25,23시,136.32
26,24시,132.86
