,시간,08-20 (화)
0,최대,199.24
1,최소,136.82
2,가중평균,158.62
3,01시,142.66
4,02시,139.19
5,03시,136.82
6,04시,136.82
7,05시,136.82
8,06시,139.19
9,07시,139.19
10,08시,141.52
11,09시,146.77
12,10시,154.91
13,11시,157.42
14,12시,182.5
15,13시,169.36
16,14시,190.07
17,15시,192.81
18,16시,199.24
19,17시,181.73
20,18시,158.48
21,19시,159.03
22,20시,159.03
23,21시,157.18
24,22시,145.65
25,23시,143.8
26,24시,142.3
