,시간,06-26 (수)
0,최대,152.54
1,최소,88.77
2,가중평균,132.53
3,01시,97.51
4,02시,92.91
5,03시,92.02
6,04시,88.77
7,05시,88.79
8,06시,88.83
9,07시,94.73
10,08시,102.39
11,09시,131.17
12,10시,132.96
13,11시,134.84
14,12시,151.77
15,13시,151.77
16,14시,151.77
17,15시,151.77
18,16시,151.77
19,17시,151.77
20,18시,151.77
21,19시,152.54
22,20시,152.54
23,21시,152.54
24,22시,151.92
25,23시,151.92
26,24시,130.47
