,시간,09-13 (금)
0,최대,229.87
1,최소,138.08
2,가중평균,158.45
3,01시,157.84
4,02시,146.53
5,03시,138.08
6,04시,138.08
7,05시,138.08
8,06시,142.26
9,07시,144.47
10,08시,144.47
11,09시,146.59
12,10시,151.34
13,11시,159.29
14,12시,159.29
15,13시,159.29
16,14시,159.29
17,15시,159.29
18,16시,159.29
19,17시,159.29
20,18시,162.45
21,19시,229.87
22,20시,162.73
23,21시,162.73
24,22시,160.22
25,23시,159.79
26,24시,158.12
