,시간,03-03 (일)
0,최대,321.47
1,최소,82.66
2,가중평균,140.8
3,01시,321.47
4,02시,100.21
5,03시,82.66
6,04시,82.66
7,05시,82.66
8,06시,99.15
9,07시,165.83
10,08시,169.56
11,09시,95.99
12,10시,107.39
13,11시,100.21
14,12시,104.76
15,13시,95.93
16,14시,95.93
17,15시,95.68
18,16시,95.7
19,17시,250.09
20,18시,137.03
21,19시,169.72
22,20시,170.95
23,21시,171.26
24,22시,175.61
25,23시,175.61
26,24시,170.79
