,시간,06-29 (토)
0,최대,140.55
1,최소,92.31
2,가중평균,125.81
3,01시,123.06
4,02시,97.95
5,03시,95.16
6,04시,94.54
7,05시,93.8
8,06시,92.31
9,07시,93.48
10,08시,102.52
11,09시,137.05
12,10시,136.8
13,11시,137.55
14,12시,137.74
15,13시,140.55
16,14시,137.7
17,15시,138.68
18,16시,136.31
19,17시,137.64
20,18시,134.24
21,19시,134.23
22,20시,134.25
23,21시,133.5
24,22시,133.49
25,23시,132.7
26,24시,132.03
