,시간,06-04 (화)
0,최대,153.76
1,최소,0.0
2,가중평균,121.35
3,01시,112.69
4,02시,109.67
5,03시,111.25
6,04시,110.09
7,05시,111.38
8,06시,109.67
9,07시,112.47
10,08시,110.45
11,09시,134.34
12,10시,115.6
13,11시,149.48
14,12시,0.0
15,13시,0.0
16,14시,138.59
17,15시,138.59
18,16시,138.6
19,17시,153.76
20,18시,151.79
21,19시,147.63
22,20시,135.79
23,21시,152.75
24,22시,152.75
25,23시,133.02
26,24시,133.25
