,시간,11-20 (수)
0,최대,159.13
1,최소,82.85
2,가중평균,119.12
3,01시,106.74
4,02시,83.22
5,03시,82.85
6,04시,82.96
7,05시,82.99
8,06시,106.21
9,07시,117.98
10,08시,117.98
11,09시,141.65
12,10시,159.13
13,11시,141.65
14,12시,131.98
15,13시,131.79
16,14시,131.55
17,15시,137.63
18,16시,131.51
19,17시,137.64
20,18시,135.7
21,19시,135.7
22,20시,108.72
23,21시,106.69
24,22시,104.48
25,23시,103.5
26,24시,103.5
