,시간,03-16 (토)
0,최대,250.03
1,최소,0.0
2,가중평균,142.35
3,01시,165.98
4,02시,155.71
5,03시,155.71
6,04시,144.15
7,05시,169.34
8,06시,169.34
9,07시,169.34
10,08시,154.82
11,09시,117.62
12,10시,106.25
13,11시,99.48
14,12시,0.0
15,13시,100.55
16,14시,0.0
17,15시,104.91
18,16시,99.48
19,17시,250.03
20,18시,133.44
21,19시,167.94
22,20시,170.92
23,21시,170.44
24,22시,169.16
25,23시,169.16
26,24시,169.16
