,시간,08-22 (목)
0,최대,160.94
1,최소,129.07
2,가중평균,151.99
3,01시,143.3
4,02시,136.96
5,03시,138.07
6,04시,129.07
7,05시,129.07
8,06시,138.73
9,07시,140.77
10,08시,141.18
11,09시,146.13
12,10시,152.51
13,11시,157.69
14,12시,158.25
15,13시,158.25
16,14시,158.25
17,15시,158.72
18,16시,160.39
19,17시,160.39
20,18시,160.39
21,19시,160.94
22,20시,160.94
23,21시,159.21
24,22시,158.99
25,23시,156.77
26,24시,141.62
