,시간,08-11 (일)
0,최대,205.13
1,최소,107.4
2,가중평균,149.05
3,01시,157.76
4,02시,157.66
5,03시,107.69
6,04시,107.4
7,05시,107.4
8,06시,107.69
9,07시,107.69
10,08시,138.62
11,09시,139.96
12,10시,142.72
13,11시,144.72
14,12시,142.72
15,13시,145.53
16,14시,146.52
17,15시,145.53
18,16시,145.53
19,17시,146.52
20,18시,161.18
21,19시,203.46
22,20시,205.13
23,21시,161.73
24,22시,161.73
25,23시,160.24
26,24시,158.05
