,시간,10-11 (금)
0,최대,155.55
1,최소,104.64
2,가중평균,127.84
3,01시,105.18
4,02시,105.04
5,03시,105.08
6,04시,104.64
7,05시,105.01
8,06시,105.49
9,07시,105.35
10,08시,106.21
11,09시,137.96
12,10시,141.15
13,11시,141.15
14,12시,140.95
15,13시,140.81
16,14시,141.13
17,15시,120.92
18,16시,154.44
19,17시,155.55
20,18시,137.96
21,19시,137.95
22,20시,134.35
23,21시,134.35
24,22시,136.86
25,23시,126.87
26,24시,106.13
