,시간,09-14 (토)
0,최대,170.14
1,최소,134.55
2,가중평균,149.23
3,01시,170.14
4,02시,143.77
5,03시,137.95
6,04시,137.72
7,05시,134.55
8,06시,134.55
9,07시,144.83
10,08시,144.83
11,09시,145.15
12,10시,149.05
13,11시,149.05
14,12시,148.84
15,13시,148.84
16,14시,151.7
17,15시,150.34
18,16시,148.84
19,17시,148.84
20,18시,146.91
21,19시,159.89
22,20시,160.05
23,21시,160.22
24,22시,160.22
25,23시,146.06
26,24시,142.55
