,시간,09-22 (일)
0,최대,165.23
1,최소,111.72
2,가중평균,144.44
3,01시,137.35
4,02시,115.03
5,03시,111.72
6,04시,111.72
7,05시,111.72
8,06시,111.72
9,07시,113.26
10,08시,140.39
11,09시,143.63
12,10시,143.63
13,11시,143.63
14,12시,144.36
15,13시,159.48
16,14시,159.85
17,15시,144.38
18,16시,165.23
19,17시,163.47
20,18시,163.47
21,19시,163.86
22,20시,160.35
23,21시,159.51
24,22시,158.68
25,23시,142.04
26,24시,138.97
