,시간,07-02 (화)
0,최대,144.82
1,최소,99.01
2,가중평균,131.67
3,01시,124.19
4,02시,107.51
5,03시,107.46
6,04시,99.01
7,05시,107.31
8,06시,107.51
9,07시,107.5
10,08시,133.15
11,09시,141.26
12,10시,144.82
13,11시,143.59
14,12시,143.96
15,13시,143.09
16,14시,143.89
17,15시,122.62
18,16시,143.09
19,17시,143.66
20,18시,143.09
21,19시,138.48
22,20시,138.48
23,21시,136.99
24,22시,133.15
25,23시,133.57
26,24시,133.04
