,시간,11-01 (금)
0,최대,151.13
1,최소,91.75
2,가중평균,118.06
3,01시,112.58
4,02시,103.44
5,03시,102.83
6,04시,91.75
7,05시,101.85
8,06시,103.45
9,07시,106.6
10,08시,131.3
11,09시,151.13
12,10시,150.53
13,11시,145.71
14,12시,135.22
15,13시,116.31
16,14시,113.82
17,15시,114.22
18,16시,113.0
19,17시,131.17
20,18시,131.26
21,19시,131.26
22,20시,107.08
23,21시,103.42
24,22시,103.42
25,23시,103.42
26,24시,103.42
