,시간,11-06 (수)
0,최대,131.58
1,최소,-79.28
2,가중평균,72.31
3,01시,103.68
4,02시,87.6
5,03시,87.6
6,04시,87.42
7,05시,87.56
8,06시,92.08
9,07시,115.73
10,08시,116.58
11,09시,131.58
12,10시,0.0
13,11시,0.0
14,12시,-39.64
15,13시,-79.28
16,14시,-79.28
17,15시,0.0
18,16시,0.0
19,17시,117.26
20,18시,127.56
21,19시,117.52
22,20시,117.52
23,21시,117.53
24,22시,113.81
25,23시,113.61
26,24시,109.09
