,시간,11-10 (일)
0,최대,214.27
1,최소,78.4
2,가중평균,103.24
3,01시,98.1
4,02시,78.4
5,03시,78.4
6,04시,78.4
7,05시,78.4
8,06시,78.4
9,07시,80.24
10,08시,90.77
11,09시,90.68
12,10시,92.45
13,11시,92.24
14,12시,114.99
15,13시,92.0
16,14시,114.27
17,15시,92.0
18,16시,114.6
19,17시,114.99
20,18시,114.99
21,19시,214.27
22,20시,114.99
23,21시,114.99
24,22시,114.94
25,23시,92.24
26,24시,92.45
